tweet_text,dataset
rt@BumpyKnuckles  Its Nothing wrong with talking about HipHops Legacy! Its Who We Are.---word to motha,twitter_cikm_2010
@charitywater There is to much injustice. How can humanity do these acts? How can we claim that we are essentially good?,twitter_cikm_2010
Found 3G Watchdog for Android: http://bit.ly/cXMnY via @rgruet - great tool for monitoring your &quot;unlimited&quot; plans (read the fine print ,Sentiment140
WildTangent launches BrandBoost ad platform for social and online ...: WildTangent already runs video ads in casua... http://bit.ly/aGJK35,twitter_cikm_2010
@jazzyteesings OW that sounds like a fail lol. im hungry and theres no food here...  lol hows the sims 3!,Sentiment140
"@dwolkin dating a girl w hotmail email addy, that is...",twitter_cikm_2010
"We can keep it on the DL if you want. You know. ""Off Twitter"". But I will yell it from the mountaintops. I. Want. You.",twitter_cikm_2010
the sims 3 oh the sims 3 ,Sentiment140
"@mileycyrus miley i really hope you win, i'm voting for you ever since mandy sent out that message ",Sentiment140
Back from PRSA social media seminar and discovered a new search engine: www.viewzi.com - very cool stuff!,twitter_cikm_2010
Applying to a couple Hotels,twitter_cikm_2010
@AshlieCL yeah u know men! They have to mke sure it was good even tho they know they were lol,twitter_cikm_2010
#FF @FollowtheMchick <<<<<< she cool people,twitter_cikm_2010
"@JohnExley Cal really rocks. You should think of coming here for MBA program. I met CEO of HP few days ago. Great Speech, innovative mind",twitter_cikm_2010
On fall break!!! Flying to Stanford tomorrow morning at 6am. Sweet,twitter_cikm_2010
"I think ill go to my fav local bar ""the little cave"" then head over to dance right tonight. Its been ages since I've been there. ;)",twitter_cikm_2010
http://twitpic.com/1466r3 - @SlamStevo ace,twitter_cikm_2010
"@RoshelleFierro Oh well, if you figured what you wanted to as, feel free too. I'm pretty much an open book.",twitter_cikm_2010
"My beard is gone  Oh well, I have all summer to grow it back!",Sentiment140
"RT @stackmack: lost wireless here on press row, so tweets will be few.pays to sit in the stands.",twitter_cikm_2010
Yes.. Its an 8 pack.,twitter_cikm_2010
Got my top half sorted!! I just need a Jeans and my Love Custard swagger is complete!! Sat night niceness!!,twitter_cikm_2010
Had crap experience on eBay. Need advice. Anyone?  http://www.wack-a-do.blogspot.com,twitter_cikm_2010
@slimthugga everything happens 4 a reason,twitter_cikm_2010
tech and social media not so hard to understand any more http://bit.ly/18f9SV @ralphclaxton @pamperry,twitter_cikm_2010
Bruh! What the fukk!! I dun had ths headache for like 3days ..its pissin me off,twitter_cikm_2010
Its a long light when you can shoot this  http://twitvid.com/1219E,twitter_cikm_2010
"@Beffster I'm pants. Should have mentioned laptop is broked! Will bring camera into work tomorrow to upload for you, they don't mind! xx",twitter_cikm_2010
"@uschles 1994. Very depressing- had so many great years of music left in him, I'm sure. I really wonder what his sound would be like today?",twitter_cikm_2010
@Ddubs_Ky_Monkey Knight Monkey ,Sentiment140
i am going to get enough money to get a place and get the fuck outta this fucking place and i am taking mal with me. BYE FUCKERS!!! :),twitter_cikm_2010
Hi @115850 found this on your product feedback. Do you encourage such practices with your supplier to get #5STAR https://t.co/zKI7KKgn5O,Customer Support on Twitter
Watch today be the day someone decided to build a giant glass wall around my neighborhood making it an aquarium.,twitter_cikm_2010
sleepy time :) yay!,twitter_cikm_2010
"Heading back to Houston. Had an amazing time, great Mardi Gras. Thanks @rjroberts and @DixieGirl25 for letting me crash!",twitter_cikm_2010
Man! This airport is awful. Can my plane hurry up and leave http://myloc.me/2yT42,twitter_cikm_2010
@AppleSupport Calender is appearing like this. https://t.co/fvw4jzhl4o,Customer Support on Twitter
"@JayKoch Not sure which one, but here's one. http://bit.ly/19cxYo It's a blog with a link to a song.",twitter_cikm_2010
@recipejoy  I gotta try these! RT@recipejoy Brown-Sugar-Pecan Cupcakes With Caramel Frosting Recipe | recipes ... http://bit.ly/3ktltF,twitter_cikm_2010
"@RussParrShow Vote Me for 2009 Russ Parr Bus Tour...Download Song!!! ""Fat Gold Chain""  http://www.zshare.net/audio/61456574b0f67cae/",twitter_cikm_2010
Join the BIA's Sales and Marketing Council of San Diego on Facebook. http://bit.ly/3Bi4JD,twitter_cikm_2010
Love u 2.  I like your cameo in lay it down. RT @susu44: @ibhappy I love you happy !!!!,twitter_cikm_2010
@seabeck We never got together! I'm so sorry. I've been freaking out about thinking i'm getting the flu....lol i think i'm ok..but who knows,twitter_cikm_2010
Forex Traders Pa - Reviews: The Forex Traders Pa Is A Revolutionary Financial Market Trading Tool That Will Sen.. http://bit.ly/2Jyw9o,twitter_cikm_2010
RT @retrocampaigns:Follow Friday @rizzotees @integralapparel @lordprofits @teenormous @omgtees @hideyourarms @saucewear @SOBADAPPAREL,twitter_cikm_2010
@MsAmandaJoLynn ILL BOWL W YOU  ...IM A CHAMPIONSHIL BOWLER LOL,Sentiment140
@SamBennington  we miss u Sam!!! we understand that this is a bad day for u !! we're near u!! kiss,Sentiment140
"lmfaoo RT @JamieNevermind: ""im from baltimore, u say the wrong shit u get clapped""-@dkthepunisher  that nigga the worst gangster rapper ever",twitter_cikm_2010
RT @platinumkids: March 27 @ hbx studios 163rd n 3rd ave bx ny! DI MOST FUN U CAN HAVE IN A (cont) http://tl.gd/6r6dv,twitter_cikm_2010
@faisalqureshi these saudis are so confused. Really can't figure out what to do to keep themselves occupied.,twitter_cikm_2010
"@115783 I just canceled a reservation  because the apt was terrible, and I’m only getting 2% of my money back. you guys have to solve this.",Customer Support on Twitter
@Djrayyadig I WANTED MINE ENGRAVED TOO! But I got it 4 my bday so..nobody knew I wanted that. ,Sentiment140
@DRhaeWorld yay! we've been here nigga! there are turkey legs..mac..dirty rice...dranks...be ready my nig! be careful!,twitter_cikm_2010
@RAMBOSHUSTLE the anwser to that question lies here ---->3108663386 lol,twitter_cikm_2010
"http://tweetphoto.com/10892772 This fat slob on the right is ShaQuita nd she stole my $700, just like a welfare (cont) http://tl.gd/81mk0",twitter_cikm_2010
This snow is truely in the way....I hate being snowed in.....I think I will call my dad to come get me and Lai.,twitter_cikm_2010
I think @ashfacee should get her tits pierced.,twitter_cikm_2010
#factsaboutme im a great if u hurting for a dollar ill throw u 10,twitter_cikm_2010
@krisiallen I don't know how his lawyer reads that Heller case and thinks that the outcome will be somehow different for Chicago.,twitter_cikm_2010
Are you lost ma'am? Because heaven's a long way from here. #badpickuplines,twitter_cikm_2010
@autumnlovechild nothing how u been chocolate :),twitter_cikm_2010
I wish I was good at counter-strike:source. I could be making millions. ,Sentiment140
movie night @kimblochers with @jussstjohn @brianrunk,twitter_cikm_2010
On set with @CYNDEWATSON and photographer Keith Major  http://tweetphoto.com/9902828,twitter_cikm_2010
@BADDESTnLA there it is! lol,twitter_cikm_2010
@275163 Did you receive an order number? -SA,Customer Support on Twitter
@luvmyTweets Im back Suga...,twitter_cikm_2010
just started playing Rock Band 2. http://raptr.com/kelarax,twitter_cikm_2010
@RealHughJackman when are you moving back to Australia? (we all miss you) (well mum does!!)   matt,Sentiment140
@HILHolla how'd it smell.....was AIDS in the air?,twitter_cikm_2010
I don't know what's worse... A sunday driver or a monday driver. Ugh! Come on yall!,twitter_cikm_2010
"@Tweed9O I'm usually not into vampire stuff either etc but Twilight is actually pretty good, I think ",Sentiment140
We were even watching his damned Spurs game on 2 big screens in the bar. I could just drive his nose thru his skull w the heel of my hand eh,twitter_cikm_2010
RT @DreamMedia27: Timbaland feat. Twista & Justin Timberlake “Carry Out (Remix)” http://viigo.im/2qqw,twitter_cikm_2010
Depends on the job RT @pharmAceu2iKAl: Is it inappropriate to wear leggings to work?,twitter_cikm_2010
"ying to the yang, totally hi-tech",twitter_cikm_2010
RT @BRIDGETTEMUSIC: Fuck! Fuck! Fuck! Fuck! I can't never have a gud nite!!!,twitter_cikm_2010
check it... Downtown LA Fashion Week: SKINGRAFT http://bit.ly/YZIih,twitter_cikm_2010
Twitter wat it look like been neglectin yall all day,twitter_cikm_2010
@nonebetter u tawking bout some SHOES! Get on that mission I put you on! Focus fool! Lol,twitter_cikm_2010
@TheAdamLambert You made a life changing decision on my birthday  I have been obsessed with you on idol SINCE day 1 ,Sentiment140
only one modi sir,Twitter Sentiments Dataset
Powers still out ,Sentiment140
RT @booffus: #FF @donnaboi Who wouldnt want to follow this dude....owww!!..lol,twitter_cikm_2010
Fixed a few AC's today now time to head to the coast for some more fishing and fun.... God is Good...,twitter_cikm_2010
@reneeruin whyyyyyyyyyyy,twitter_cikm_2010
Sueltate el pelo!!!,twitter_cikm_2010
@thejaydriscoll amen brother.,twitter_cikm_2010
RT @JamenLS: ALL ARTISTS hate to work 9-5's cuz they are restraining to their free flowing mind and thoughts. The structure is torture<-#tru,twitter_cikm_2010
@Leavittnovelist Just frustrated bc I'm all mom & no author rt now.  Plus rereading HOUSKEEPING--so damn good it's painful. Need to write!,twitter_cikm_2010
"No, no... ""Dogs Playing Poker"" will always be with us. //RT @Schofe: Can't imagine our paint lasting for three thousand years!",twitter_cikm_2010
Idk why that LotR trilogy was so hard for me and @jujicakes. I watch that much office in a day everyother day.,twitter_cikm_2010
RT @cthagod: I wonder if people realize more regular folks die everyday than celebrities?,twitter_cikm_2010
@iRokkStheeScene heyyyyy,twitter_cikm_2010
Eww diva!...lol,twitter_cikm_2010
Hates Cricket Season already!! Bank Hol wkend &amp; he is playing Cricket ALL WKEND!!! Can't wait til Sept ,Sentiment140
"@336368 Really sorry to hear that, Cherry :( Please contact our Lost Property team on 03331 031 031 option 1, 3 &amp; they'll assist you",Customer Support on Twitter
VACUOUS (adj) - without ideas or intelligence. My vacuous roommate made Rose on the Golden Girls look brilliant.,twitter_cikm_2010
"Really really tiired, but the luv won't stop bbming me...ughhh he's lucky he makes me smilee",twitter_cikm_2010
@kmv757 believe me I understand,twitter_cikm_2010
Back to work http://myloc.me/zw3z,twitter_cikm_2010
I Hate my computer I need a new one ugh  http://myloc.me/22r00,twitter_cikm_2010
wishing i could wear http://twitpic.com/7lv2y out today as they're incredibly comfy and warm but scared they'll get ruined ,Sentiment140
Assisted Living MO Dietary Aide - Springfield MO - a range of services incl.. http://bit.ly/2je5RC,twitter_cikm_2010
mad work,twitter_cikm_2010
See ya Twitter.....headed to Sea World with the kid ALL DAY!!!,twitter_cikm_2010
#MM Get it together ~ india arie,twitter_cikm_2010
Enjoying my Nikon D40! I think I'm getting sick though! ,Sentiment140
30 minute sleep. . Ima try! Byee,twitter_cikm_2010
Census Worker Found Hanged In Kentucky With 'Fed' Scrawled On Chest: http://su.pr/33ZClg (via @nprnews) And so it begins...,twitter_cikm_2010
The Small Business Association District Office in Wisconsin is accepting nominations for the 20.. http://bit.ly/9z8Nn,twitter_cikm_2010
#innovation RT @GrahamHill RT @TweetDiscovered: Obama likes financial innovation http://bit.ly/RMTo4... So do I. Makes the world go round.,twitter_cikm_2010
Holy crap!  Bob Felmlee!  Sweet!!!!,twitter_cikm_2010
@LocalExposure I like that one!,twitter_cikm_2010
Second Puberty And How To Deal With It. www.shaveeverywhere.com Hows this for a marketing idea?,twitter_cikm_2010
SMH RT @D_Diddy14: Like no of ya broads even watched one jets game dis season n now all ya on da jets band wagon! #stopbeinagroupie,twitter_cikm_2010
@nickalexander does this mean i shouldn't send you more porn links? :(,twitter_cikm_2010
I uploaded a YouTube video -- VID 00028 http://bit.ly/13LkNS,twitter_cikm_2010
San Diego Blog - Gaslamp is host to the Chargers 50th Anniversary Block Party November 27th from 5:00 to 11:00 PM http://is.gd/4Ytfy,twitter_cikm_2010
I need to sleep but I'm wide awake! It happens every night at this time. I should have gone to bed at 11 when I was actually sleepy ,Sentiment140
@StevenStiefel Where are you located?,twitter_cikm_2010
"@jamesendeacott  - my mates - all big Loop fans - said it was the chemicals affecting my vision, if you know what I mean ",Sentiment140
I'm on that 24 hour champagne diet,twitter_cikm_2010
Lincoln sucks.,twitter_cikm_2010
NFL News and Notes: Here are the latest grumblings from around the NFL:,twitter_cikm_2010
check out this awsome web hosting package with free business ops http://twitclicks.com/5ixl,twitter_cikm_2010
RT @ForeignCash: #uNotFromTheHoodIf u neva seen feins on a scavenger hunt for cans<<< #deadass,twitter_cikm_2010
The LV airport is hot and muggy!!!,twitter_cikm_2010
Damn.. Tonight I'm really missing my son. He went off to daddy's earlier this week since he's sick :( I miss my little mookie dookie!,twitter_cikm_2010
RT @amonly: @amonly would like to welcome Hussle Club from @undocMGMT to the family.Check the page for upcoming dates - http://bit.ly/4IXe4k,twitter_cikm_2010
@_BradleyScott if Miley is there I could not be more jealous,twitter_cikm_2010
@CarolynLevy dammit! i would've taken work off if i knew! o well. too late now  lol,Sentiment140
@IamDoctorIan I wouldn't know.. I work in a basement  is it nice out now?,Sentiment140
@303857 We would love to assist you with helping your purchase a new phone. Please DM us for further assistance! ^ArlaF.,Customer Support on Twitter
@SirGoHAMMINGTON CUSSING AROUND GRANNIE #WILLGETHIMSLAPPED,twitter_cikm_2010
RT @dulcetry: Wellp already broke my New Years resolution of not falling off the toilet and breaking both legs again,2015-new-years-resolutions
Is it ok to skip mythology class to sew?,twitter_cikm_2010
Wake Up Wake Up Its The First Of The Month . . .,twitter_cikm_2010
Oh and let's send some love out to @DanceCEO! Her MOVE! Choreographer's showcase is tonight. Mad I couldn't make it in time to support!,twitter_cikm_2010
@MVineyards LOL! The dark side?,twitter_cikm_2010
"@OGOchoCinco Good Luck Tomorrow, Wish you were a Dolphin!!!#",twitter_cikm_2010
@Cynbin20 Sorry to hear it. ,Sentiment140
Free Loan Modification http://bit.ly/we85I,twitter_cikm_2010
just saw this on espn online: Warriors 1st team to get a win using 6 or fewer players since 1952! #fb,twitter_cikm_2010
@BAD_GURL718 good morning,twitter_cikm_2010
@helenstravels  i really said that when i saw you on fb. http://chir.ps/2LL - merry new year,twitter_cikm_2010
I'm  lovin this day :),twitter_cikm_2010
@gabriel_sep yessss... Ahora descansa y twittea con nosotros ;D,twitter_cikm_2010
RT @podcaststeve: CBS3 reporting a breakthru in 6-day old SEPTA strike. Press conference supposedly imminent w/Gov. Rendell and Mayor Nutter,twitter_cikm_2010
@krystalklear15 ya maybe. How is it though?,twitter_cikm_2010
welfare exservicemen have been improved modi government ,Twitter Sentiments Dataset
Delivering goodies from many local businesses to new (or 2nd or 3rd time!) Moms in the greater Minneapolis area. http://bit.ly/P8zkd,twitter_cikm_2010
4-Week / 52-Week Bills Auction (11:30 AM ET);2-Yr Note Auction (1:00 PM ET),twitter_cikm_2010
"Howard Steinberg on the TODAY Show discussing new technology, helpful holiday tips and answering viewers questions!  http://ow.ly/DHPh",twitter_cikm_2010
"@hertantya my pleasure, i miss you already! :(",twitter_cikm_2010
RT @BPMmagazine: Just so you know @kleverkillsme is commiting murder.,twitter_cikm_2010
My heart beats in 3/4 time.,twitter_cikm_2010
"If I can focus, work and get my shit together I'll only have to work 3 days this week.  good thing I'm tweeting & checking Facebook status.",twitter_cikm_2010
@jonfulton  is the bad boy version of Michael buble... Great job tonite,twitter_cikm_2010
@HEYYESCO right its the same that happened when MJ and Brittany Murphy died they exemplified the negative traits rather than the positive 1s,twitter_cikm_2010
aww man last night was awesome 2night will be even awesomer @ Jet Lounge,twitter_cikm_2010
@MrsNikki808 lol okayy http://myloc.me/2N90V,twitter_cikm_2010
so.... this is y i think that we still need affirmative action.  so that lil tyrone doesnt get left behind,twitter_cikm_2010
@AshFreckles09 but rayj needs to slapped for that BS he such a jerk. I can't believe he went in sayin how he (cont) http://tl.gd/7vuv1,twitter_cikm_2010
Geez I want a drink @ dinner but my parents and pastor r here too guess ill sip when I get home lol,twitter_cikm_2010
RT @maggietatame SUPPORT @ PANDABISTRO Facebook fanpage: http://bit.ly/zOWoV,twitter_cikm_2010
sweet. just set up my appointment to get tatted next week. ,Sentiment140
"@robdyrdek hell yeah! Now let's do a bobby light mixtape hosting, and a rob dyrdek and dj blazinhell skateboards and scratches mixtape!",twitter_cikm_2010
..a little Godfather marathon on AMC before football!,twitter_cikm_2010
"RT @jashmusic: RT @BinaryDad Alone in the hotel, I naturally asked my wife to send porn. This is what she sent me  http://twitpic.com/hyjv2",twitter_cikm_2010
People always end up back where they came from.,twitter_cikm_2010
Sorry about the one before.  This one is uncensored.  Like it should be. ? http://blip.fm/~6356a,twitter_cikm_2010
Its never pretty when one of your hookups comes to your restuarant for drinks....oh E entertainment why do u have to be across the street!!,twitter_cikm_2010
"PEACE, mister magic.",twitter_cikm_2010
My professor es un locco de verdad always talkin mad ish but so dedicated to his material & students great teacher lol,twitter_cikm_2010
"Hey, @pingfm, why is facebook treating my pings as posts instead of status updates?",twitter_cikm_2010
"registration is open for the 2010 regional, and the judges are readying for round 10 of Nationals. Day 3 should be great!",twitter_cikm_2010
Cavs down 1...1 minute left...lebron walks up....just shoots a 3...heat ball. #Witness,twitter_cikm_2010
@NataniaBarron Swiss cheese? That means your brain is very tasty on toast with avocado and sliced turkey. ,Sentiment140
"Home prices inch higher: Home prices rose slightly in September, the fourth consecutive monthly increase and a .. http://bit.ly/6IDfJ2",twitter_cikm_2010
@denisepatterson just changed my password.  thanks ma.  Damn hackers!!!,twitter_cikm_2010
@cthagod u keepin so real rite now!,twitter_cikm_2010
Off 2 the beauty siupply store... All divas should know what I'm getting from there...All the true divas where 1... Whitney...Wendy... Patti,twitter_cikm_2010
"I might go to P.R. 4 my vaction,really thinking about",twitter_cikm_2010
I filled up for $2.46 a gallon today! It cost 33.87 for the entire tank!!!,twitter_cikm_2010
Try our sample #fragrances #online.. #Unity is one of our most liked. Visit us here http://www.worldofessence.com,twitter_cikm_2010
"just voted ""Miley"" on ""Who wore it better ? (2)"" vote too ? http://bit.ly/10uhxa",twitter_cikm_2010
RT @GerrywitaG: http://twitpic.com/17hg2h - I Gotta Have this,twitter_cikm_2010
@LourdesXO don't be mad.. I had to get my invite thru a bbm message lol.. I just didn't go buy no slacks,twitter_cikm_2010
Everyone should go and eat some pancakes today ... Feb 16th is International Pancake Day! May i recommend potato pancakes!,twitter_cikm_2010
@iStayStylinOnU Oh nice  family is doing good. Finally got to clean some stuff yesterday LOL We're just contemplating on moving or not,Sentiment140
@Its_Nina_Brown man yall hoes will find a way to HATE on everybody she sittin w/ the bandana cuz she got her OWN show!,twitter_cikm_2010
@lisanicolebell Found you!,twitter_cikm_2010
@NOLAonTheCheap - Great opportunity ---> THE SKIN OF OUR TEETH: November 12-14th at NOCCA - http://digg.com/u3GF3D,twitter_cikm_2010
seekin'for a new job.. ,Sentiment140
Riding the T Stop to the Boston Beer Company/Sam Adams- http://twitpic.com/q8y9p,twitter_cikm_2010
I put the Craz in CRAZY!!! Ahahaha I need a vacation!!!!,twitter_cikm_2010
@Lydiaatthedisco whattt! I beg to differ I would not hurt a fly,twitter_cikm_2010
crock-pot dinner finally ready. so motherly and energy efficient!,twitter_cikm_2010
"@tasteofsarah im not sure yet maybe, they let irene go and my new chef is changing everything so ill have to see.",twitter_cikm_2010
Suppose you’re a member of Congress.  Now suppose you’re an idiot. But I repeat myself. Mark Twain http://ihid.us?i=tzb,twitter_cikm_2010
RT @Tmeeze: Everybody may sure u get @reez310 collar 2morrow (Eeeehhhh!!),twitter_cikm_2010
This white girl at my job looks just like penguin from batman! Imma drop a raw fish on her desk and see if she eats that bitch! Gnr,twitter_cikm_2010
How to Protect Yourself From the Net: http://EzineArticles.com/?id=3197568,twitter_cikm_2010
Again?!? RT @PLNUSports Two overtimes done at the women's soccer championship match; no score - headed to penalty kick shootout,twitter_cikm_2010
@emti www.sfspodcast.com,twitter_cikm_2010
In case you missed it Corian D Jackson live beatmaking today: http://bit.ly/gSnfY,twitter_cikm_2010
Philllies lead MLB with most blown wins after 9 innings.,twitter_cikm_2010
@Skyesworld lol,twitter_cikm_2010
Omg. Woke up and didn't remember where i was  lol,Sentiment140
"@djradio NEW LEAK  ----> C'THRU ""New Years 73"" http://www.zshare.net/audio/706300671b2d42f0/ http://myloc.me/2RA2X",twitter_cikm_2010
the main agenda get our rights modi modi ,Twitter Sentiments Dataset
Lol :) lol :),twitter_cikm_2010
@Squeen_Bean I love college stories. My buddy pissed in a beer bottle and put it in Cahill's fridge and two days later he drank it. Hahahaha,twitter_cikm_2010
"Hell yeah! @gdk A mutation that was then made to mutate even some more (originally only 1 ear curled, now 2 do) Its TMNT all over again ",Sentiment140
@Brunis_Story great. Snowin like crazy here. How you doin? http://myloc.me/3TbjU,twitter_cikm_2010
RT @kingju: #thingswewantback Aaliyah... with out a doubt,twitter_cikm_2010
Yukhi  http://myloc.me/1m2Va,twitter_cikm_2010
@THILLVA83 @mechanicaldummy is chris but how could I forget Vick A.I. and Tyra ..Luv those guyz ... #Virginia,twitter_cikm_2010
"Back from hospital yesterday! Less yellow, but have gall stones  so low fat diet for me!",Sentiment140
@ninspiredm Like those Facebook quizzes are any where near accurate.  I'd probably be 107.,twitter_cikm_2010
Just finished a big ol' bowl of soup and some cornbread yum!!!  http://myloc.me/CjGz,twitter_cikm_2010
Gnight my tweeter family. http://myloc.me/1XiMx,twitter_cikm_2010
RT @MikeScottJR: The camera man has plumbers butt lmao.........I couldn't resist!!!!!!  http://pic.gd/381eb6.  Wow...wee!,twitter_cikm_2010
@Eaze12 lmao ; no I like black boys NOW!! lmao I don't like spanish boys anymore ha ha ha,twitter_cikm_2010
Haven't been on here in a minute,twitter_cikm_2010
What I see out my front door!  http://tweetphoto.com/9282388,twitter_cikm_2010
