"tweet_text","event_type","original_relevant_label","meta","tweet_id","dataset","relevant","humanitarian_label","event_name","original_humanitarian_label","year"
"#earthquake Magnitude 1.4 occurred 140km WNW of Haines Junction, Canada 2017-08-01T01:28:42.483Z UTC #didyoufeelit? https://t.co/Jthn5hancV","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f138233c-8dae-42e6-9e6a-7d9b39effd07","eyewitness_messages","True","","","","2017"
"So we can assume that we are able to cause artificial earthquakes, interesting. https://t.co/924Y5cdYxd","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","1a418afe-d95d-46b9-9cf4-1d7a9da07e7d","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 2.09 occurred 17km SSE of Bodfish, CA 2017-08-01T01:29:30.180Z UTC #didyoufeelit? https://t.co/vZ0GRaV8kU","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a6633768-05e7-4203-ad25-fe9ebc086b55","eyewitness_messages","True","","","","2017"
"Sped up, it's a bit like a fireworks display to see the flashes around the world that represent every earthquake foâ€¦ https://t.co/zzdX4N9vBB","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2077d653-102f-47c2-a369-6147f29c47fd","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 1.06 occurred 4km ENE of San Antonio Heights, California #didyoufeelit? https://t.co/IEAwPrp5kY","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","361f595a-abb7-4b83-b30d-aebf140057df","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 1.06 occurred 4km ENE of San Antonio Heights, California #didyoufeelit? https://t.co/IEAwPrp5kY","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","ae96bca9-c7fd-476c-a480-c586f32d57ef","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 0.87 occurred 0km NE of The Geysers, California 2017-08-01T01:36:52.320Z UTC #didyoufeelit? https://t.co/lriajOx9PV","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4476eaf2-66db-4762-91c5-24d2d4a7dd24","eyewitness_messages","True","","","","2017"
"Past and present earthquakes in the Sisian, Armenia area https://t.co/ITk248h5Ho via Earthquake-Report","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","41a2ef28-dd70-4a7b-b2eb-1041d77c9e9b","eyewitness_messages","True","","","","2017"
"USGS reports a M0.94 #earthquake 16km SE of Mammoth Lakes, California on 8/1/17  8:14:59 UTC  #quake","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","c0c736db-1a58-402a-af11-bcd0b5d14f75","eyewitness_messages","True","","","","2017"
"#Terremoti nel #Mondo ML 2.1  DODECANESE IS.-TURKEY BORDER REG https://t.co/cpxam7tNXF #Terremoto #earthquake by emsc","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a0fa01b7-ac20-4ab9-9e5a-4c6a1c160369","eyewitness_messages","True","","","","2017"
"Got that quick dip crayon earthquake jet pack on a bun Locomotive supernova Spanish Harlem sun (yeah)...","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b1df808a-a663-4218-b642-b6deb762fd78","eyewitness_messages","True","","","","2017"
"#ok #earthquake located apprx. 21 miles NW of Fairview, Oklahoma at 2:42am.   Prelim mag of 2.9 from #USGS&gt;","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7e62e308-d11e-459e-b43f-5fc7d257c8bb","eyewitness_messages","True","","","","2017"
"After earthquake: Check yourself for injuries and get First Aid, if necessary, before helping injured or trapped persons","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","917afd51-b81d-45e5-8906-a3ba336956a6","eyewitness_messages","True","","","","2017"
"The unknown connection between cosmic rays fall and earthquakes ? https://t.co/t6Yi5LuQ1i https://t.co/BGyH5RQqo2 https://t.co/QiWUtCeKQe","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","e46a22a5-e1b0-4a1a-9dbe-b9d6fee515f3","eyewitness_messages","True","","","","2017"
"Probably earth quake weather","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","cfdd5c6c-8704-4c3e-b6e8-ca4e6ca527b3","eyewitness_messages","True","","","","2017"
"The latest yakfest gazette! https://t.co/ydUWlUmIVH Thanks to @ChimeAdvisors @asso_libratoi @larryqqueen #earthquake #tech","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","cccd4fdb-9d5e-44d3-819d-7bfde02e92f5","eyewitness_messages","True","","","","2017"
"2.34 earthquake occurred near New Zealand at 08:55 UTC! #earthquake #NewZealand https://t.co/lQ1e3lz8ma","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a4a6e2a1-f50f-4b14-af5d-e4d4cc050fe0","eyewitness_messages","True","","","","2017"
"USGS reports a M2.1 #earthquake 77km NNW of Talkeetna, Alaska on 8/1/17 @ 8:53:34 UTC https://t.co/NVgvJASo1L #quake","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a0776ffb-9dff-483f-b185-a0367ff6f81f","eyewitness_messages","True","","","","2017"
"David says the LB lair is underground due to an earthquake - 2 years after filming an earthquake destroyed most of the filming locations.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","494a1abe-5acd-412d-a744-a3cad714610d","eyewitness_messages","True","","","","2017"
"My discord server is dying so Imma just put another earthquake.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","26bc8e3c-ce08-4a06-a806-eac7e2e4b55b","eyewitness_messages","True","","","","2017"
"2.1 earthquake occurred 77km NNW of Talkeetna, Alaska at 08:53 UTC! #earthquake #Talkeetna https://t.co/i5Xao2I3ej","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","eb6a95f2-e862-4571-9267-22e877b85d0b","eyewitness_messages","True","","","","2017"
"The latest The Earthquake &amp; Disaster Daily! https://t.co/i1lhbXnsDH Thanks to @SMS_Tsunami @roysketexov1972 @piccavey #earthquake #quake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2e60bc30-6cde-43a7-bba1-2b5bda8f8eab","eyewitness_messages","True","","","","2017"
"During earthquake: If you are in a mountainous area or near unstable slopes or cliffs, be alert for falling rocks and other debris","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","79e6ce20-33fe-491f-9de4-cbf5f7053f0f","eyewitness_messages","True","","","","2017"
"This is earthquake weather..","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","64ea3558-7bcb-4f23-9940-7e1669f0bbe1","eyewitness_messages","True","","","","2017"
"I sense an earthquake folks","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","82ad7cc5-c2e7-434d-85a7-2b868ee2632b","eyewitness_messages","True","","","","2017"
"This is the 14th felt #earthquake in Dodecanese Is.-Turkey Border Reg in the last 59 hours https://t.co/wPtMW5ND1t","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7e3df377-f7bc-4ec6-aa88-ee4a90616bff","eyewitness_messages","True","","","","2017"
"Mass-wood CLT building survives earthquake test https://t.co/LAlVZgU4S6 [via @WoodworkingBiz] #timber #CLT #construction #earthquakes","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","40bb2b14-adff-47ee-98db-4e2e47a98853","eyewitness_messages","True","","","","2017"
"Wait for that earthquake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","30b91b1b-0cf5-4030-99d4-f786b1915528","eyewitness_messages","True","","","","2017"
"Fewer than 34 multi-storey New Zealand buildings meet earthquake restraints standards https://t.co/2tLq3aldtO","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","cb085f58-2baf-46af-a58e-7866db1d4dae","eyewitness_messages","True","","","","2017"
"M3.1 #earthquake (#deprem) strikes 12 km SE of #Bodrum (#Turkey) 9 min ago. Read witnesses' stories &amp; share yours: https://t.co/VGAdObkYIV","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","44f1d27a-ee5c-4b9f-b7bd-caa14af79eb3","eyewitness_messages","True","","","","2017"
"1.31 earthquake occurred 8km SSE of Mammoth Lakes, California at 09:09 UTC! #earthquake #MammothLakes https://t.co/sukE4jtfx3","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2dda32ce-73ac-4e27-be7d-1c41e3670ba1","eyewitness_messages","True","","","","2017"
"Shallow 5.3 magnitude earthquake strikes off Crete https://t.co/pmor406s3Q","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","fe4cac3d-aa1b-44dc-b956-d7c67b2f12f6","eyewitness_messages","True","","","","2017"
"USGS reports a M5 #earthquake 40km SSE of Taron, Papua New Guinea on 8/1/17 @ 8:54:48 UTC https://t.co/iXqJDwwpr2 #quake","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","e7f3467e-00c9-4d38-b262-9f551e32831e","eyewitness_messages","True","","","","2017"
"Magnitude 0.76 earthquake 9km WNW of Cobb, California https://t.co/iv7oKHKISm","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5bc5e821-cd1e-4ec5-a20d-7d66f6f62851","eyewitness_messages","True","","","","2017"
"Baby Bali earthquake bumps Bangli and Buleleng - Coconuts https://t.co/Q6AyfpkSoC #bangli #balitoday","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b024b2f0-b355-4684-8188-72cd2c2523ba","eyewitness_messages","True","","","","2017"
"Shake it like an earthquake. #ruebot","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b53c34bb-a6a9-4444-af60-bc33812669db","eyewitness_messages","True","","","","2017"
"Magnitude 0.94 earthquake 16km SE of Mammoth Lakes, California https://t.co/GIj1LNAu8h","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4886c50c-4cb7-4f4a-96dc-b49c739b59f4","eyewitness_messages","True","","","","2017"
"Past and present earthquakes in the Tatev, Armenia area https://t.co/VRsiFmdjXI via Earthquake-Report","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","86ad062b-b920-49db-a734-092ef7c5973b","eyewitness_messages","True","","","","2017"
"Are we listening?... And after the earthquake a fire; but the LORD was not in the fire: &amp; after the fire a still small voice. 1 Kings 19:12","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7fb85a40-bbd1-4e35-943b-440966620a1b","eyewitness_messages","True","","","","2017"
"You will have to believe! Message of 26.07.17 on earthquake in Turkey- corretion 2016 to2017.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","88df05af-2101-416e-9503-2ca8c79de453","eyewitness_messages","True","","","","2017"
"#growingupincalifornia everyone has a ""my first earthquake"" story","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","9e942a9b-a565-45cc-ad1d-e634a9d16f96","eyewitness_messages","True","","","","2017"
"smut on tls reminds me of the smut confession about someone going ""fucks you like an earthquake shake shake shake"".","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","cc6a8186-1179-425f-894a-16b58d9cc5c7","eyewitness_messages","True","","","","2017"
"Here comes another chinese earthquake brbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbr #KC_bot","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","e1f1129c-7f16-4dbe-8006-5106c7924c98","eyewitness_messages","True","","","","2017"
"earthquake shake shake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8268798a-b10d-4efb-b7a7-9ee50522915b","eyewitness_messages","True","","","","2017"
"0.7 earthquake occurred 6km NNW of Verdi, Nevada at 09:26 UTC! #earthquake #Verdi https://t.co/TRwNuxcAV7","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","06a428a6-620b-4021-af06-0878ae81b832","eyewitness_messages","True","","","","2017"
"I had a dream that there was a big ASSSS FLOOD and we were literally flooded af and this is earthquake weather and we're on the fault","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","eceee7eb-52f4-4fef-ac21-bf7cd0624121","eyewitness_messages","True","","","","2017"
"here comes the earthquake post","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b959b0cf-fe64-4608-8f29-1d51f901afc1","eyewitness_messages","True","","","","2017"
"I love having a heart attack from an earthquake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","c2d5c9e2-6d10-4649-a36d-920c73b5dda2","eyewitness_messages","True","","","","2017"
"who let that earthquake?","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","339d21c9-a0ee-49c1-85a8-1d63d2bf55d7","eyewitness_messages","True","","","","2017"
"And let the earthquake tweets begin","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2d54fd78-e3bd-4480-9265-f3795463c11b","eyewitness_messages","True","","","","2017"
"ew my dad just farted SO loud.. #earthquake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7fa6c79f-66d9-411b-9e3d-6b182c23b1bd","eyewitness_messages","True","","","","2017"
"earthquake reminded me of you","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7447450b-b2e2-48a6-8652-2c8a7259eac8","eyewitness_messages","True","","","","2017"
"phone thick gadda or blankets.kindly think on this millions of life would be saved.and will live a life tensionfully even the earth quake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5055e376-e004-49c2-b12a-9010777f0bc6","eyewitness_messages","True","","","","2017"
"Here comes the tweets about people tweeting ""here comes the earthquake tweets"" ","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","42577b2b-c5c6-451a-9ad1-dd534d486f22","eyewitness_messages","True","","","","2017"
"Not gonna lie, being from the midwest, I would take a tornado warning over an earthquake any day of the week.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6d36af45-2000-4470-8804-a0a55df33b6b","eyewitness_messages","True","","","","2017"
"Buckle up for the earthquake tweets","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","17d0e7f8-36d8-4180-a55a-6e61740a4791","eyewitness_messages","True","","","","2017"
"confess your love to me now or forever hold ur peace bc y'all talkin about earthquake weather so ya dms open","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7e6d25ee-95ec-460b-b68a-69f6276da9e8","eyewitness_messages","True","","","","2017"
"4.0 magnitude #earthquake. 7 km from Houston, #AK, United States https://t.co/cYqvEljU31","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2328fb81-9e05-456c-962c-167659a6be30","eyewitness_messages","True","","","","2017"
"@Jasonbr52158545 I'm waiting for that much awaited earth quake see ya","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d2132483-726d-44a0-8747-a8552d00692f","eyewitness_messages","True","","","","2017"
"I hope we don't have an earthquake, nigga my job not built for that and if something fall on me I'm suing mother earth","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8e3e0b46-b9be-4200-8712-c597928023e1","eyewitness_messages","True","","","","2017"
"Magnitude 1.34 earthquake 6km W of Cobb, California https://t.co/ZvPXgO72ZS","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","45ec8659-dcd1-41ff-9960-27cf9e93bff0","eyewitness_messages","True","","","","2017"
"See! And there was so much worry about Calif. falling in the ocean because of an earthquake?","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5b41dcbf-24d6-4edb-8775-c502e96e7924","eyewitness_messages","True","","","","2017"
"Let me find out there's bout to be an earthquake  ","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","35b37b9a-934d-45a8-b89b-3364b2bbe790","eyewitness_messages","True","","","","2017"
"#earthquake EQless is the languagâ€¦. People are fit for public life.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4f4870e9-318c-4e3f-b5b9-67a506f8e54b","eyewitness_messages","True","","","","2017"
"this weather is my fave but also..... earthquake weather #watchout","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2cb1f660-cd76-45fd-94e2-aea91fb2bebc","eyewitness_messages","True","","","","2017"
""" earthquake weather ""   Me : https://t.co/pyhyVMTLOL","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","01d1529e-24d9-4630-8fa2-fa12c9e5f465","eyewitness_messages","True","","","","2017"
"He thought it was an earthquake but he heard a ... moad coming from those two. His room mate and the girlfriend","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6f39fe22-bd55-4851-b874-5a0bad4b08f5","eyewitness_messages","True","","","","2017"
"1.6 magnitude #earthquake. 8 km from #Valencia, #CA, United States https://t.co/U0zMCZDvW0","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f4b3f2ec-1793-4e0c-b073-f8b3885d1e83","eyewitness_messages","True","","","","2017"
"Magnitude 1.2 earthquake 36km N of New Allakaket, Alaska https://t.co/O4fE1wGeZy","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","89b29c8f-5512-4583-8558-defde6b3dcfa","eyewitness_messages","True","","","","2017"
"I'm surprised we still haven't had a earthquake this summer ","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","0ad3a9e2-541f-434f-be1f-77e9eb0c618a","eyewitness_messages","True","","","","2017"
"The latest Earthquake Magazine! https://t.co/OiKpM4zQ1v Thanks to @foquoscom @yorito_ito @QuakeMaps #earthquake #quake","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","41e7b7c3-7f73-49ad-9aeb-39ab9650361d","eyewitness_messages","True","","","","2017"
"I was wondering why the room was shaking when I was trying to sleep ... I found out it was an earthquake. I bring disasters with me","earthquake","direct-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4161d5e0-9860-4698-97ff-f46b736cbc6e","eyewitness_messages","True","","","","2017"
"If there's gonna be an earthquake please happen now so I can go home early ","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f0f6ef1d-96c4-45b6-99e6-c44bab8ff0fb","eyewitness_messages","True","","","","2017"
"This earthquake weather's giving me anxiety, man.","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","dbc06959-53d1-4c39-be11-326d51d19b6b","eyewitness_messages","True","","","","2017"
"Another earthquake woke me up at the night. Not a big pleasure.","earthquake","direct-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f35b4b8d-34ae-4d32-8f77-8a0a69b98ff9","eyewitness_messages","True","","","","2017"
"bro.... this is straight earthquake weather ","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","cf369b42-3650-449c-913c-b21ce6014833","eyewitness_messages","True","","","","2017"
"Magnitude 0.99 earthquake 8km NNW of Banning, CA https://t.co/m1q2CIeGwZ","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4b56a092-3963-42f2-9326-142505677dbb","eyewitness_messages","True","","","","2017"
"Magnitude 1.6 earthquake 41km WNW of Goldfield, Nevada https://t.co/9gnS19hFzM","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","14a063f0-0642-4fb4-bca7-605c29a699e3","eyewitness_messages","True","","","","2017"
"Magnitude 1.18 earthquake 5km NW of Boron, CA https://t.co/fIoxSnEqRx","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d8bb6064-6bf6-421b-b188-9d4b14706b55","eyewitness_messages","True","","","","2017"
"this is some earthquake weather","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","fc357e85-fce0-4398-87d5-e639f4b4f027","eyewitness_messages","True","","","","2017"
"I'm predicting an earthquake this week wtf","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d70189ba-985f-4422-b2c1-87190dbe0c83","eyewitness_messages","True","","","","2017"
"Earthquake at Kagoshima-wan, Magnitude 2.4. Depth 10.0 km. https://t.co/0RqaXSZWBi #earthquake #kagoshima-wan","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d410b781-33dd-4e7d-bad1-01b579ca5564","eyewitness_messages","True","","","","2017"
"Magnitude 1.34 earthquake 9km SSE of Mammoth Lakes, California https://t.co/54uziuUAYE","earthquake","non-eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","fca2373f-d937-4d2b-a069-25a3bb2da4ac","eyewitness_messages","True","","","","2017"
"emotional earthquake","earthquake","don't know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","22ea10b0-29b1-4bb8-bb0c-d0a55f03c0c6","eyewitness_messages","True","","","","2017"
