"relevant","tweet_text","tweet_id","humanitarian_label","original_humanitarian_label","event_type","dataset","year","event_name","original_relevant_label"
"True","Rangers game in a tornado? Perf. @mirandahuebner","99725533561263297287","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch just issued for western and southwestern Missouri till 3AM. Does NOT include Columbia or Jeff City at thi ...","99666551296846793852","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Just watched the news. Am sorry for the people living in Missouri they're place became devastated after the tornado attack","99660462608168044262","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Obama heading to tornado-slammed Missouri this weekend | OnyxBook","99756685302616487396","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@MarioLopezExtra Actor @paulwalker47 's charity #ROWW.org needs #Donations so that they can deploy a team to #Joplin. Plz RT #HelpJoplin","99336368549952523453","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Triage: Safety first then shout/move walking wounded to safe place  #1stAid4 #okwx #Joplin","99850141350393531197","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","my friend near joplin is a ham radio operator and he was correct. #tornado","99031472552363900224","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado reported in Denton County Texas near I-35 W and FM 407. @Ambieno","99558890446054277178","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Any idea what KFOR is using for live streaming video from reporter's cars chasing the storms? #okwx","99146215040890921721","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@TheEllenShow Actor @paulwalker47 's charity #ROWW.org needs #Donations so that they can deploy a team to #Joplin. Plz RT #HelpJoplin","99088616146834472754","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Insane tornado warning....? Cool. Let's hide.","99903617013421199593","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Cantor/GOP say no aid 2 tornado victims!! really! R these the ppl U want 2 run our country?? http://bit.ly/jrZKNd #Joplin","99290594993064712523","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Damaging wind threat coming into Tulsa OK #tornado #okwx","99709966478374211436","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado sirens just went off in Tulsa.  http://twitpic.com/524dsf","99317303723949672157","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Sitting front and center at #StMichael city council tonight. Let's hope for a quieter night than 5-10-11 (two weeks ago) #tornado.","99296249783857486716","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Only in Arkansas the ice-cream man would be still driving around neighborhoods when there's about to be a tornado!!  http://t.co/2TxXCJ0","99854809628538752745","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","MSSU establishes fund for faculty staff and students impacted by tornado -... http://fb.me/GQiEYO0q","99696158837032255595","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","No Kris we didn't cut the budget so @ericcantor cancelled it RT @KrisKetz 3am tornado watch Kansas City metro extends south to Joplin.","99851971215982477100","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","3am tornado watch Kansas City metro extends south to Joplin. #fb","99759954709459030729","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Don't forget 2 check Safe & Well site if U R still not able 2 connect with #Joplin https://safeandwell.communityos.o ...","99426312124937526454","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@mpike4 RT @LJWorld: Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms","99202221701013874131","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","U no y I luv twitter? Ive met peeps all across the usa. Can my tweeps pray/have good thoughts for my girl @soonerleesa? Shes in tornado ally","99902193018774319874","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","BREAKING - NWS says Joplin tornado was an EF-5 with wind speeds over 200 mph.  Death toll now at 122 with 750 hurt.","99272315313421679484","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","New Tornado watch just issued for Triangle and NE NC. #ncwx","99208458799594577596","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@Tyrese Actor @paulwalker47 's charity #ROWW.org needs #Donations so that they can deploy a team to #Joplin. Plz RT #HelpJoplin","99608037948002378948","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","InfoMusic : Lauren Alaina's 'American Idol' Run Brightens Tornado-Weary Hometown http://dlvr.it/StK6t","99038150785148451412","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","This dude on cnn is being interviewed about the tornado in a dominos pizza uniform","99686615583053271798","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","DEVELOPING: RT @MyTexasWeather: AMATEUR RADIO REPORTS SEVERAL HOMES DAMAGED BY TORNADO IN SPRINGTOWN TX (Parker Co ...","99947383009694634043","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado watch just issued for Joplin Mo","99965703442749613264","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#tornado victims USA is watching in horror with you.","99867874684899063643","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado in broken arrow http://ow.ly/1cQOkn","99476096489078890441","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","St. John's Regional Medical Center employees please check in at 888-986-3729 they are wanting your status. #Joplin #fb","99441761471583933134","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","q2 @USAToday says the tornado in Joplin was one of the deadliest in history.  #agchat","99761697525956222857","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","NEW Tornado Watch now includes western #MO incl #KC #Joplin #Springfield until 3am...greater concern for damaging wind i ...","99837019961727645419","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado warning for Denton County until 8:15","99192864469783156730","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Tornado Warning for Wise County. Storm moving east and will impact Denton county in the next 30 minutes.  #txwx","99666108922678654248","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Lurch thanks for all the tweets from Tornado Alley...#fail.","99970567409804973801","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The tornado blew this bible verse in my back yard. Read the first line...that's disturbing.  http://twitpic.com/52435m","99062633363530768892","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Deadly tornado kills 122 leaves 'twilight zone' in its wake: The tornado that struck Joplin Missouri Sunday killed 122 people aut...","99304827249233443122","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado reported in Denton County Texas near I-35 W and FM 407.","99944854931048195333","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Piedmont #Oklahoma with just devastating damage near Arrowhead RD and Richmond RD. Tornado path approx 35 miles 1/2 mile wide.","99060555126656585350","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado threat spreading into North Texas. Cooke Wise and Parker Counties under Tornado Warnings currently","99534972790578076697","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","-- Red Cross says cash now primary need in Joplin: http://t.co/sd4cmL1 @semissourian #Joplin #tornado #disa ...","99549058046623753127","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Uploading video of Canton OK tornado shot from aprox 200yards away contact @kdrmedia if intrested","99549097585674446196","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@calebturmanATOR when isn't there a tornado warning... especially where I'm at.","99269393150094821643","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","My heart goes out to the people of #Joplin Missouri. Be strong you guys can make it through. #GodSpeed","99788033329721679865","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...","99449720651295667865","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...","99302786189859927012","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"False","#joplin numerous TVS southwest of town 70 miles","99611558134748056091","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Love love love storms! We had a tornado warning last night though that was a bit much @Literarygrrrl @glennrogers42  @lympha13  #pubwrite","99501214561102890392","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Oklahoma Alabama Missouri tea party people.  Call Dick Armey about a free market solution to tornado damage.  We'll wait. ...","99332954755419174080","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Was watching @KFOR's tornado coverage earlier. Their chopper pilot went off the air to land and help people on the ground out. Amazing.","99919234743195563163","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Yup I havethis Grill turned on as this tornado heads right for is.  http://lockerz.com/s/104527524","99440420731736942738","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b","99363964203116117626","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado in Oklahoma on the ground for 50 miles. Unheard of. #prayersneeded","99611340572392035573","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Actor @paulwalker47 's charity #ROWW needs #Donations so that they can deploy a team to #Joplin. Please visit www.ROWW.org ..#HelpJoplin RT","99112253411453313383","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#tornado warring for Northern Parker county #texas","99612539529503387330","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","State EOC remains activated due to severe weather - Situation Update #2  http://1.usa.gov/jdXnJ1 #okwx","99407936013691665077","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin in tornado watch box....nxt 4-5 hrs","99973341628918428583","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Rain tornado rain rain more tornadoes. http://wapo.st/j814SD #springfromhell","99703841937899750644","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Video of KFOR-TV storm chaser nearly getting hit by power pole during tornado chase -- http://is.gd/eC7WOw","99751780827347864873","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","In #Reno Texas 3.5"" hail showing up on RADAR...works well with softball sized hail for W Tarrant County #Texas.  #TXwx","99314275559737471632","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Joplin tornado was EF5. The Finger Of God. 6 miles long 1800 acres of destruction 1500 missing 126 dead. #nowords","99311664797194153102","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","NWS DETECTED A DEVELOPING TORNADO 7 MILES NORTHEAST OF MINERAL WELLS STATE PARK... MOVING EAST AT 40 MPH","99925007790586453473","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@wakingrose87 Tornado touches down in Canadian county Oklahoma! That near your area??","99294391489980050149","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","This is out of control.  #arwx RT @nwbartholomew: Word on the street is that NWA Wal*Marts have closed in anticipation of the storms.","99673510037997685391","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Tornado earlier near Chickasha OK via @myria101.  This is headed toward Moore NW Norman S. Okla. City!!  http:/ ...","99531622012672714558","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","A little bit of rotation but no tornado yet forming near Little-OK. Y'all keep safe and sheltered. #OKWX","99778557654303586690","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","I just know the tornado alerts are gonna get in the way. It's not that IDC; I just wish the weather could get itself together for Glee.","99278772925807750158","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","DIRK HELP US!! // RT @wfaaep: TORNADO WARNING - DENTON COUNTY  8:15PM","99774636258801219436","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Even more -- RT @NBCDFWWeather: Tornado Warning for Cooke Cty.  - Possible tornado 8 miles west of Valley View.  Rshade","99888322895744770695","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","OK AL MO tea party people - Call Dick Armey about a free market solution to tornado damage. We'll wait. #p2","99599464211430942277","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Possible developing tornado between Peaster & Poolville in northern Parker Co.  Tornado Warnings in effect in Parker Wise & Cooke Co.s - DF","99781355840805291874","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Excuse my rambling in the video I just posted. Just take in the scenery and read the bottom to volunteer/donate. #Joplin","99361175521659126916","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Tornado outbreak beginning in North Texas. #txwx","99012195592053741119","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Tornado outbreak beginning in North Texas. #txwx","99009772354863152692","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","OK news reporting fatality due to SOFTBALL sized #hail! Please seek shelter if you're in the path of these monsters! #severewx #tornado","99078343277952735845","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","please pray for the tornado victims.. PLEASE..","99474137550279141182","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado straight ran through his truck hope he's okay.  http://lockerz.com/s/104523996","99605588469305231675","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Please donate what you can to help and assist #Joplin and those impacted by the most recent tornadoes and those on the ...","99790327171785272032","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The Timbers will collect for the Red Cross  to help tornado victims at Sunday's match.  Capt. Jack Jewsbury is a nat ...","99405270839633200297","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Shoes will be on the way to #Joplin this weekend via our partners @crosspoint_tv @Soles4Souls @cpmissions","99836157080374848273","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","How are 1500 still unaccounted for in #Joplin!???","99290416442707683148","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Posible #Tornado on ground near Admore #Oklahoma. People should seek shelter now! #OK","99039247484994562324","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Dear God I said I wanna 'tour N.A.D.O.' not 'tornado.' This sucks! -Guy from Joplin MO who prays for things that god hears incorrectly","99714116378387364862","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado warning has been issued for Tarrant County TX!!!!!","99065580371433584350","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Live stream tornado coverage headed to Tulsa http://bit.ly/mws2tK","99684995146839876855","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","@crosschurch had over 100 serving @calvaryjoplin tornado relief today supply distribution organizing cleanup and assess ...","99249981874902967908","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Watch now for entire metro area.  Just issued.","99691043826643713674","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Truly amazing 2C ppl passing by in ATV's offering free food & water to residents & press!  Good people here in #Joplin","99140414458015606375","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Joplin MO now under a #tornado watch until 3 a.m. #MOwx","99099596701516878320","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","How we dress for the tornado shelter http://instagr.am/p/ErlFG/","99697155246874408098","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado Warning for Denton & SE Wise Co. til 8:15p  Tornado detected near Rhome moving East at 40 mph.","99433450565381495316","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","There is now a Tornado 3 miles SE of Springtown with debris on the ground!  Get to your storm shelter immediately!","99880668040248261239","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Under tornado warning in Texas. Go away!!!!","99746984577160948218","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.","99926026622537687700","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","We've raised $25000 in donations tonight for #Joplin. Our viewers are so generous. It feels great to help those in need.","99213023711951333538","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","We've raised $25000 in donations tonight for #Joplin. Our viewers are so generous. It feels great to help those in need.","99127795686293921019","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The Lord got it going down in oklahoma baby running from one tornado to another one no worry... http://bit.ly/jWYgAw","99212440772053982042","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek shelter! #OKWX","99339614489795796093","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado outbreak in progress north and NW of Dallas. Everyone in the Metroplex needs to be listening to the weather rig ...","99761479106377967263","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","El Reno Mesonet site records a wind gust of 151 mph late this afternoon!  That's a record for the Mesonet. #okwx","99087292504187707555","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Maps & Advisory #Oklahoma:Strong #Tornadoes Outbreak (as of 5/24/11 7PM Local) Plan Shelter Now http://1.usa.gov/kGKgUI ht @usNOAAgov #OKwx","99522785062690168466","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado to the north of Tishomingo toward Coalgate... Wapanucka is in the path... #okwx","99887010683110101669","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","I heard on the evening news that Fergus is definitely in Ontario's tornado alley. Suggest we all identify our ""best saf ...","99798077037931579556","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","F4 & F5 Tornado damage seen in OKC...heading towards Missouri. Rain wrapped Tornadoes w/ Eyes like Hurricanes.","99769666419725216304","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","[UT news] Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City m... http://usat.ly/jQus5y","99887887459853460372","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Oklahoma House erased. #tornado http://ow.ly/i/c0RG","99296688894723398893","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx","99900121903513377551","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Watch County Notification - Nws has issued a tornado watch for johnson county until 03:00 am","99319690698380114109","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Please continue praying for the people of Joplin MO affected by Sunday's tornado. Find updates and ways to help... http ...","99071927751924279921","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Forever amazed by video footage of tornadoes... PUT THE CAMERA DOWN and GTFO! #tornado","99448014263697481114","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","as expected no RE on NN or guest lists - tornado coverage dominates","99297728834023719155","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Within 2 mins of TV news I saw: tornado volcano child abuse iphone robberies apt fire harlem school closing down. Sh ...","99937095596746117938","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","The #Joplin public library needs volunteers to help set up comps so ppl can use them 2 communicate. If you can help cal ...","99205138733094212460","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","At Puckett's with @jenniferg07 @KayeWhitener & @Marym2631 to see @mallaryhope play & hopefully raise a lot of money f ...","99080010999189046070","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Powerlines down from storm near Cleveland Oklahoma #okwx tune to KFAQ","99231355740306527460","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","North Texans: if you get a WARNING thunderstorm or tornado get to shelter on the double. ... http://tmi.me/aBHzY","99452676696487542429","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Spotters reporting a tornado confirmed near Bedford TX in the Dallas/Ft. Worth Metro. Seek (cont) http://tl.gd/alvhdh","99744191436570649280","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","holy @#$% #tornado before and after: http://t.co/jZMuQx7","99125011824196679569","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","It is very clear the nation's worst year for tornado fatalities since 1953 is growing worse tonight as news and imag ...","99623306433665226147","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#src @KansasPhoto: #AmericanRedCross: #loc Greater Ozarks Chapter #needs cleaning supplies. #info PLEASE NO MORE BOTTLED WATER. #Joplin","99497201527908860119","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","PhotoBlog: KFOR weatherman Mike Morgan wears his red Severe Weather Tie for tornado coverage http://t.co/If0SEzD","99707854939676224881","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Tornado spotted on ground near Powell/Lebanon area Hwy 99C along the Marshall/Love Co. line. Take tornado precautions now.","99122497572466184042","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#OUN cancels Tornado Watch for  Alfalfa Blaine Caddo Comanche Cotton Custer Dewey Greer Jackson Kiowa Major ht ...","99509109046182199821","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#OUN cancels Tornado Watch for  Alfalfa Blaine Caddo Comanche Cotton Custer Dewey Greer Jackson Kiowa Major ht ...","99298602360171952567","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Hi all.  Stopped by quick to make sure all is okay here.  Tornado weather is coming in this direction. Just  (live at http://ustre.am/xWEr)","99040191874902853197","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","please pray for the tornado victims.. PLEASE..","99081179885844486731","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","#Joplin Missing: Tonja Creamer Sawyer. Was at WalMart on 15th. From Ft Scott KS Please Contact http://www.facebook.com/kei ...","99838802451028222721","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","Deadly Joplin tornado could cost $3 billion - May. 24 2011: http://t.co/9aE9HoU via @addthis","99896093439318758676","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
"True","please pray for the tornado victims.. PLEASE..","99021634327710618525","","","storm","ISCRAM2013","2011","2011 Joplin tornado",""
