"tweet_text","event_type","original_informative_label","meta","tweet_id","dataset","informative","humanitarian_label","event_name","original_humanitarian_label","year"
"Effects of 3.9 magnitude earthquake north east of #Niguelas felt in various parts of #Granada province early this mâ€¦ https://t.co/HcqCk5dtcE","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f66b1639-5d79-4dc1-bee4-a87985dfb401","eyewitness_messages","True","","","","2017"
"Shallow 5.3 magnitude earthquake strikes off Crete https://t.co/ZJXzM4T81c","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","3b3904ac-5764-46f7-9dd7-77a229c04a55","eyewitness_messages","True","","","","2017"
"USGS reports a M1.2 #earthquake Southern Alaska on 8/1/17 @ 8:18:06 UTC https://t.co/7eqTDkYfkR #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","17dbd492-df49-4743-8231-a2d9df8f3801","eyewitness_messages","True","","","","2017"
"1.48 earthquake occurred 16km SE of Mammoth Lakes, California at 08:17 UTC! #earthquake #MammothLakes https://t.co/CkzRVip88g","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d8c7d95e-4433-461f-bd38-9b81296a14ae","eyewitness_messages","True","","","","2017"
"Green earthquake alert (Magnitude 5.6M, Depth:85.07km) in Argentina 01/08/2017 06:13 UTC, About 9322 people withinâ€¦ https://t.co/lAjS5JdL2R","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8069d2b4-fb03-4d47-9562-571d0afd5d51","eyewitness_messages","True","","","","2017"
"USGS reports a M1.33 #earthquake Northern California on 8/1/17 @ 8:25:20 UTC https://t.co/RszaswYc1V #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","38a11c30-ec8b-4047-9493-20185ce7b681","eyewitness_messages","True","","","","2017"
"2.1 earthquake close to Greece at 08:00 UTC! #earthquake #Greece https://t.co/jb56NDvJdG","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7b1b2280-1eeb-467e-b0c3-1a5d54412af6","eyewitness_messages","True","","","","2017"
"1.33 earthquake occurred 6km NW of The Geysers, California at 08:25 UTC! #earthquake #TheGeysers https://t.co/6gJHDJicei","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","562eb821-57e8-46d4-81a4-bf382ef14635","eyewitness_messages","True","","","","2017"
"5.6 earthquake, 53km WNW of Vinchina, Argentina. 2017-08-01 03:13:53 at epicenter (21m ago, depth 85km). â€¦â€¦ https://t.co/4a4IIFYx9F","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a8f18c2b-fdbc-492c-bab7-6e4dce398a9b","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 1.4 occurred 140km WNW of Haines Junction, Canada 2017-08-01T01:28:42.483Z UTC #didyoufeelit? https://t.co/Jthn5hancV","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d1072b61-8836-46bf-90e5-26e41fb205f4","eyewitness_messages","True","","","","2017"
"So we can assume that we are able to cause artificial earthquakes, interesting. https://t.co/924Y5cdYxd","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","fbb3df39-36f0-42de-99af-89e74f52c461","eyewitness_messages","False","","","","2017"
"#earthquake Magnitude 2.09 occurred 17km SSE of Bodfish, CA 2017-08-01T01:29:30.180Z UTC #didyoufeelit? https://t.co/vZ0GRaV8kU","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7ff925c9-7c7e-4288-887a-ce5223d5ff73","eyewitness_messages","True","","","","2017"
"Sped up, it's a bit like a fireworks display to see the flashes around the world that represent every earthquake foâ€¦ https://t.co/zzdX4N9vBB","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2ca26a5a-08b0-4cd1-b7be-e8820695c1d8","eyewitness_messages","False","","","","2017"
"#earthquake Magnitude 1.06 occurred 4km ENE of San Antonio Heights, California #didyoufeelit? https://t.co/IEAwPrp5kY","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a897d220-bda8-44ba-a5c4-fcd64d52dcf3","eyewitness_messages","True","","","","2017"
"#earthquake Magnitude 0.87 occurred 0km NE of The Geysers, California 2017-08-01T01:36:52.320Z UTC #didyoufeelit? https://t.co/lriajOx9PV","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","c599192d-727e-410b-bd0c-e5793cb171dc","eyewitness_messages","True","","","","2017"
"Past and present earthquakes in the Sisian, Armenia area https://t.co/ITk248h5Ho via Earthquake-Report","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","045749ad-34ca-4e72-8664-b1d8380421b4","eyewitness_messages","True","","","","2017"
"USGS reports a M0.94 #earthquake 16km SE of Mammoth Lakes, California on 8/1/17  8:14:59 UTC  #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","43ff9e37-91dc-4e36-8d9f-04750062a910","eyewitness_messages","True","","","","2017"
"#Terremoti nel #Mondo ML 2.1  DODECANESE IS.-TURKEY BORDER REG https://t.co/cpxam7tNXF #Terremoto #earthquake by emsc","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","1e4b0a3e-2181-450e-b2b0-97243bc86002","eyewitness_messages","False","","","","2017"
"Got that quick dip crayon earthquake jet pack on a bun Locomotive supernova Spanish Harlem sun (yeah)...","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","662054ef-c663-4e4c-8e7e-b7867501cb7f","eyewitness_messages","False","","","","2017"
"#ok #earthquake located apprx. 21 miles NW of Fairview, Oklahoma at 2:42am.   Prelim mag of 2.9 from #USGS&gt;","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","39ff4d90-9149-47ed-b447-d95f233d7c44","eyewitness_messages","True","","","","2017"
"After earthquake: Check yourself for injuries and get First Aid, if necessary, before helping injured or trapped persons","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","58fd727f-d456-498e-9f59-c3f7dcc51cf2","eyewitness_messages","False","","","","2017"
"The unknown connection between cosmic rays fall and earthquakes ? https://t.co/t6Yi5LuQ1i https://t.co/BGyH5RQqo2 https://t.co/QiWUtCeKQe","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","74b3ceb3-fae9-4049-9519-17600d5ab8de","eyewitness_messages","False","","","","2017"
"Probably earth quake weather","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4116bc9f-4f8a-4034-919c-2a2143103eb5","eyewitness_messages","False","","","","2017"
"The latest yakfest gazette! https://t.co/ydUWlUmIVH Thanks to @ChimeAdvisors @asso_libratoi @larryqqueen #earthquake #tech","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","099badee-ec9d-40cb-8376-76083ee78e5f","eyewitness_messages","False","","","","2017"
"2.34 earthquake occurred near New Zealand at 08:55 UTC! #earthquake #NewZealand https://t.co/lQ1e3lz8ma","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","ce1322ff-5704-40cd-9f31-4e9c3594e073","eyewitness_messages","True","","","","2017"
"USGS reports a M2.1 #earthquake 77km NNW of Talkeetna, Alaska on 8/1/17 @ 8:53:34 UTC https://t.co/NVgvJASo1L #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","dee23753-75b5-4f48-ad6a-cf6c4d2c837e","eyewitness_messages","True","","","","2017"
"David says the LB lair is underground due to an earthquake - 2 years after filming an earthquake destroyed most of the filming locations.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","72216f68-92c7-40d8-9fc1-1121064f7098","eyewitness_messages","False","","","","2017"
"My discord server is dying so Imma just put another earthquake.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","eb149262-248a-43b4-9b4f-70b60da2ef6b","eyewitness_messages","False","","","","2017"
"2.1 earthquake occurred 77km NNW of Talkeetna, Alaska at 08:53 UTC! #earthquake #Talkeetna https://t.co/i5Xao2I3ej","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b62a01f1-fcaa-417a-829b-719fc447c8f1","eyewitness_messages","True","","","","2017"
"The latest The Earthquake &amp; Disaster Daily! https://t.co/i1lhbXnsDH Thanks to @SMS_Tsunami @roysketexov1972 @piccavey #earthquake #quake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","9d6b35c6-f3ad-4380-98c1-9dbc7f7ec78a","eyewitness_messages","False","","","","2017"
"During earthquake: If you are in a mountainous area or near unstable slopes or cliffs, be alert for falling rocks and other debris","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2d7165b0-82ac-41be-a8d8-ae44ce5e5f67","eyewitness_messages","False","","","","2017"
"This is earthquake weather..","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7eb5fc81-7218-40ed-a9de-06becc5f8fe9","eyewitness_messages","False","","","","2017"
"I sense an earthquake folks","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","70c6252a-25ec-44f7-a138-752e2dd54d40","eyewitness_messages","False","","","","2017"
"This is the 14th felt #earthquake in Dodecanese Is.-Turkey Border Reg in the last 59 hours https://t.co/wPtMW5ND1t","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b81189ed-ed91-4bf8-8c59-315bdc4e88ca","eyewitness_messages","True","","","","2017"
"Mass-wood CLT building survives earthquake test https://t.co/LAlVZgU4S6 [via @WoodworkingBiz] #timber #CLT #construction #earthquakes","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f33cf4a1-86ab-4322-b544-a4a2a065d35a","eyewitness_messages","False","","","","2017"
"Wait for that earthquake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d93a1469-5994-4971-96c0-119c941146e9","eyewitness_messages","False","","","","2017"
"Fewer than 34 multi-storey New Zealand buildings meet earthquake restraints standards https://t.co/2tLq3aldtO","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","eadf6f23-e294-4a40-8169-898f3032062e","eyewitness_messages","False","","","","2017"
"M3.1 #earthquake (#deprem) strikes 12 km SE of #Bodrum (#Turkey) 9 min ago. Read witnesses' stories &amp; share yours: https://t.co/VGAdObkYIV","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","403f36f8-a121-4e0d-a181-df6fce61b7e2","eyewitness_messages","True","","","","2017"
"1.31 earthquake occurred 8km SSE of Mammoth Lakes, California at 09:09 UTC! #earthquake #MammothLakes https://t.co/sukE4jtfx3","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f9bb315a-44f5-4612-8aae-87e23759424f","eyewitness_messages","True","","","","2017"
"Shallow 5.3 magnitude earthquake strikes off Crete https://t.co/pmor406s3Q","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","71109c53-f862-4787-91c7-53b8fc173ece","eyewitness_messages","True","","","","2017"
"USGS reports a M5 #earthquake 40km SSE of Taron, Papua New Guinea on 8/1/17 @ 8:54:48 UTC https://t.co/iXqJDwwpr2 #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","9fb756d5-11b0-483d-9c54-a2e564575131","eyewitness_messages","True","","","","2017"
"Magnitude 0.76 earthquake 9km WNW of Cobb, California https://t.co/iv7oKHKISm","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","e68e2b11-4503-4eb0-85f6-a1f40c1e3dd6","eyewitness_messages","True","","","","2017"
"Baby Bali earthquake bumps Bangli and Buleleng - Coconuts https://t.co/Q6AyfpkSoC #bangli #balitoday","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6921baf9-dbe4-4f38-b0fd-c2b75dfd6731","eyewitness_messages","False","","","","2017"
"Shake it like an earthquake. #ruebot","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6c351516-3060-4df4-87f8-3d9f276f4dd1","eyewitness_messages","False","","","","2017"
"Magnitude 0.94 earthquake 16km SE of Mammoth Lakes, California https://t.co/GIj1LNAu8h","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","e33a4f5a-8a1e-4fe0-bd23-7778f9eeb3e0","eyewitness_messages","True","","","","2017"
"Past and present earthquakes in the Tatev, Armenia area https://t.co/VRsiFmdjXI via Earthquake-Report","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","17c263f6-3cd5-4fd0-92d1-56324935cc42","eyewitness_messages","True","","","","2017"
"Are we listening?... And after the earthquake a fire; but the LORD was not in the fire: &amp; after the fire a still small voice. 1 Kings 19:12","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5fc2b2c8-0cbb-42b7-bb96-4a02e54d7c49","eyewitness_messages","False","","","","2017"
"You will have to believe! Message of 26.07.17 on earthquake in Turkey- corretion 2016 to2017.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","11bace45-5898-4d5c-9e3d-89e52a472259","eyewitness_messages","False","","","","2017"
"#growingupincalifornia everyone has a ""my first earthquake"" story","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5ae95efd-eac1-4ed8-a42a-021cb879a97a","eyewitness_messages","False","","","","2017"
"smut on tls reminds me of the smut confession about someone going ""fucks you like an earthquake shake shake shake"".","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","75704d4e-132c-4f34-9db0-8a5070fd2f94","eyewitness_messages","False","","","","2017"
"Here comes another chinese earthquake brbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbr #KC_bot","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2a7905dd-1eb3-46b4-bdb6-20844c37b785","eyewitness_messages","False","","","","2017"
"earthquake shake shake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8fbcb1ae-f58d-4b5d-9a5f-a6d7fe019568","eyewitness_messages","False","","","","2017"
"0.7 earthquake occurred 6km NNW of Verdi, Nevada at 09:26 UTC! #earthquake #Verdi https://t.co/TRwNuxcAV7","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","60e71e51-c823-4c5a-9acc-59c135cc2dda","eyewitness_messages","True","","","","2017"
"I had a dream that there was a big ASSSS FLOOD and we were literally flooded af and this is earthquake weather and we're on the fault","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","adf2f4a2-5345-41a0-9c4f-b102e0a046f1","eyewitness_messages","False","","","","2017"
"here comes the earthquake post","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","0ea44a82-a78c-4008-b735-4d8874d38707","eyewitness_messages","False","","","","2017"
"I love having a heart attack from an earthquake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4792a51f-d46b-458c-82b9-fcfc24ab4f74","eyewitness_messages","False","","","","2017"
"who let that earthquake?","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7c25b182-a8cb-4993-a467-e09026958252","eyewitness_messages","False","","","","2017"
"And let the earthquake tweets begin","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","9b076148-99ee-49ac-98c9-c73b3ef55904","eyewitness_messages","False","","","","2017"
"ew my dad just farted SO loud.. #earthquake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a89388c0-16a0-412a-a5a4-9ef3c12779ec","eyewitness_messages","False","","","","2017"
"earthquake reminded me of you","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","b429c0fa-7f8c-42b3-8591-47c119a8e32b","eyewitness_messages","False","","","","2017"
"phone thick gadda or blankets.kindly think on this millions of life would be saved.and will live a life tensionfully even the earth quake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4a3c77ba-f342-47a3-bfa7-c843fc454268","eyewitness_messages","False","","","","2017"
"Here comes the tweets about people tweeting ""here comes the earthquake tweets"" ","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","205f6b13-dca8-427a-b7c6-23d17cab22e2","eyewitness_messages","False","","","","2017"
"Not gonna lie, being from the midwest, I would take a tornado warning over an earthquake any day of the week.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5cec36a5-825d-48eb-a718-d5bea1f1fe88","eyewitness_messages","False","","","","2017"
"Buckle up for the earthquake tweets","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","82214cda-a53f-45f7-bb5e-4762c7a333f4","eyewitness_messages","False","","","","2017"
"confess your love to me now or forever hold ur peace bc y'all talkin about earthquake weather so ya dms open","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","59069711-5240-4d14-9cf2-1a2c733bab66","eyewitness_messages","False","","","","2017"
"4.0 magnitude #earthquake. 7 km from Houston, #AK, United States https://t.co/cYqvEljU31","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","3d98c43f-d8ea-47b9-a5b2-b49935c47156","eyewitness_messages","True","","","","2017"
"@Jasonbr52158545 I'm waiting for that much awaited earth quake see ya","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","dd8e64cb-855f-4311-96c4-4287ae97211f","eyewitness_messages","False","","","","2017"
"I hope we don't have an earthquake, nigga my job not built for that and if something fall on me I'm suing mother earth","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8ca7dabc-9cc5-4248-b7f0-79f657eb2d14","eyewitness_messages","False","","","","2017"
"Magnitude 1.34 earthquake 6km W of Cobb, California https://t.co/ZvPXgO72ZS","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6e6d161c-9907-4346-90a0-5bc9d359a43e","eyewitness_messages","True","","","","2017"
"See! And there was so much worry about Calif. falling in the ocean because of an earthquake?","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","6df18977-06d2-4f57-8268-a0418456f142","eyewitness_messages","False","","","","2017"
"Let me find out there's bout to be an earthquake  ","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7d6aaec4-ed96-49e5-aaeb-ff77be00e79c","eyewitness_messages","False","","","","2017"
"#earthquake EQless is the languagâ€¦. People are fit for public life.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","3b2fcdd2-2add-4d25-a5a8-ee5a182a96e3","eyewitness_messages","False","","","","2017"
"this weather is my fave but also..... earthquake weather #watchout","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","4c262c3f-f09e-4f94-add5-1260185a0758","eyewitness_messages","False","","","","2017"
""" earthquake weather ""   Me : https://t.co/pyhyVMTLOL","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","22e4fda0-8db6-4712-ac1a-1d4babeefefe","eyewitness_messages","False","","","","2017"
"He thought it was an earthquake but he heard a ... moad coming from those two. His room mate and the girlfriend","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","2a6a8534-9eb3-47d7-b96e-463c37c1a1d1","eyewitness_messages","False","","","","2017"
"1.6 magnitude #earthquake. 8 km from #Valencia, #CA, United States https://t.co/U0zMCZDvW0","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","24ee3fe9-bca2-4777-8b38-212f9477581d","eyewitness_messages","True","","","","2017"
"Magnitude 1.2 earthquake 36km N of New Allakaket, Alaska https://t.co/O4fE1wGeZy","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","c5061247-bb65-4ce8-b800-baf15cef941b","eyewitness_messages","True","","","","2017"
"I'm surprised we still haven't had a earthquake this summer ","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","7c81d851-e0a7-4b94-8eb5-6948aae3af0e","eyewitness_messages","False","","","","2017"
"The latest Earthquake Magazine! https://t.co/OiKpM4zQ1v Thanks to @foquoscom @yorito_ito @QuakeMaps #earthquake #quake","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","146e8873-ede5-4740-b4b8-a8f51429ab49","eyewitness_messages","True","","","","2017"
"I was wondering why the room was shaking when I was trying to sleep ... I found out it was an earthquake. I bring disasters with me","earthquake","direct_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","655357d2-d4fb-4113-ae78-eb118b74f0f9","eyewitness_messages","True","","","","2017"
"If there's gonna be an earthquake please happen now so I can go home early ","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","ed255416-4af9-4357-84e3-2d92244b88c9","eyewitness_messages","False","","","","2017"
"This earthquake weather's giving me anxiety, man.","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","311289e8-3834-4bb9-a2d6-a1ae43bc8b69","eyewitness_messages","False","","","","2017"
"Another earthquake woke me up at the night. Not a big pleasure.","earthquake","direct_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","40bda5de-61e8-40cb-afe5-cff47bd74b7e","eyewitness_messages","True","","","","2017"
"bro.... this is straight earthquake weather ","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","acbc7ab5-2275-4de5-b10a-5b777132de04","eyewitness_messages","False","","","","2017"
"Magnitude 0.99 earthquake 8km NNW of Banning, CA https://t.co/m1q2CIeGwZ","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","8a180212-763f-4120-83a6-89f2ae7e16f9","eyewitness_messages","True","","","","2017"
"Magnitude 1.6 earthquake 41km WNW of Goldfield, Nevada https://t.co/9gnS19hFzM","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","5d12a2d1-d9cc-45ad-ab3c-31d21474ac79","eyewitness_messages","True","","","","2017"
"Magnitude 1.18 earthquake 5km NW of Boron, CA https://t.co/fIoxSnEqRx","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","f289d782-2587-435b-a5b6-647b41d6c67d","eyewitness_messages","True","","","","2017"
"this is some earthquake weather","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","bc404cc2-ef92-46c5-a092-a694db2520d1","eyewitness_messages","False","","","","2017"
"I'm predicting an earthquake this week wtf","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","c5446322-c874-45be-9786-da4254d3cbcc","eyewitness_messages","False","","","","2017"
"Earthquake at Kagoshima-wan, Magnitude 2.4. Depth 10.0 km. https://t.co/0RqaXSZWBi #earthquake #kagoshima-wan","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","bea5b89b-6647-46d0-9ff5-86d713c2e2ee","eyewitness_messages","True","","","","2017"
"Magnitude 1.34 earthquake 9km SSE of Mammoth Lakes, California https://t.co/54uziuUAYE","earthquake","non_eyewitness","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","d75ae7ec-03ec-4b38-beef-9e9e826a15df","eyewitness_messages","True","","","","2017"
"emotional earthquake","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","a7acc1f5-d635-416b-abc6-0c732b0498cb","eyewitness_messages","False","","","","2017"
"Where my earthquake weather ppl at","earthquake","dont_know","{'file_name': 'earthquakes_eyewitness_annotations_2000.tsv'}","0e7efc46-2f52-4d1f-ba1a-b4650bae90ff","eyewitness_messages","False","","","","2017"
