"tweet_id","tweet_text","url","humanitarian_label","event_type","event_name","year","dataset","meta","relevant"
"721584168052793344","Powerful earthquake hits Ecuador; at least 41 killed: (CNN) A major earthquake hit Ecuador's central coast, ki... https://t.co/uZoLDe0QLI","https://www.twitter.com/LixenTk/status/721584168052793344","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/LixenTk/status/721584168052793344'}","True"
"721679191419129856","Powerful earthquake kills dozens in Ecuador - The Washington Post https://t.co/Vo5zFwZSkK","https://www.twitter.com/Charles_BSwans/status/721679191419129856","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Charles_BSwans/status/721679191419129856'}","True"
"721584375356334080","#jobs #jobsearch # #Major earthquake rocks Ecuador, killing at least 41:              #President Rafael Correa... https://t.co/FwKUGmdG6q","https://www.twitter.com/adsensejobcom/status/721584375356334081","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/adsensejobcom/status/721584375356334081'}","True"
"721634871567851520","Ecuador vice president says powerful earthquake kills 77, more than 570 injured | Fox News | https://t.co/By4F93Hn5B","https://www.twitter.com/mpfoster11/status/721634871567851520","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/mpfoster11/status/721634871567851520'}","True"
"721661985558020096","Another example of damaged roads here in Ecuador post earthquake https://t.co/3SHgesGgHB","https://www.twitter.com/Lucho_teleSUR/status/721661985558020096","infrastructure_and_utilities_damage","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Lucho_teleSUR/status/721661985558020096'}","True"
"721604117886590976","BBC News - Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/w5FVRhJv2w","https://www.twitter.com/GeographyHOE/status/721604117886590976","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/GeographyHOE/status/721604117886590976'}","True"
"721625757810753536","Destructive 7.8-magnitude earthquake kills 77 in Ecuador, topples buildings https://t.co/VnqLuW7gJQ https://t.co/MqA3ZQ8jVy","https://www.twitter.com/themapstoriesuk/status/721625757810753536","infrastructure_and_utilities_damage","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/themapstoriesuk/status/721625757810753536'}","True"
"721598569577259008","Yesterday #earthquake hits #Japan now its hits #Ecuador and at least 40 person reported died. Its bad time. God help https://t.co/0144YiUzo4","https://www.twitter.com/suren22680102/status/721598569577259010","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/suren22680102/status/721598569577259010'}","True"
"721526729299206144","16 killed as a powerful Magnitude 7.8 earthquake has hit Ecuador's coast, causing damage over a wide area - reports https://t.co/gklyfQique","https://www.twitter.com/tv6tnt/status/721526729299206149","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/tv6tnt/status/721526729299206149'}","True"
"721696462778687488","⚡️ “Dozens dead in Ecuador after 7.8-magnitude earthquake ”  https://t.co/hnT68CtbEl","https://www.twitter.com/rodriguez462/status/721696462778687494","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/rodriguez462/status/721696462778687494'}","True"
"721713287428186112","Earthquake Kills 77 in Ecuador; Emergency Workers Rush in - PEDERNALES, Ecuador (AP) — The strongest earthquake... https://t.co/0nZRoQOrl7","https://www.twitter.com/Sir_Templar/status/721713287428186112","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Sir_Templar/status/721713287428186112'}","True"
"721592913176735744","#Ecuador #earthquake: 41 killed in powerful 7.8-magnitude #quake  https://t.co/rmH2gOPVaU https://t.co/DJk8ffAU08","https://www.twitter.com/BawaHS/status/721592913176735744","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/BawaHS/status/721592913176735744'}","True"
"721708296659345408","Powerful earthquake kills dozens in Ecuador https://t.co/GTRt1xgjnl","https://www.twitter.com/WingsofCrystal/status/721708296659345410","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/WingsofCrystal/status/721708296659345410'}","True"
"721656068531712000","Ecuador: car pulled from under fallen bridge after earthquake – video https://t.co/0jmGbj0wuJ","https://www.twitter.com/huyanxing/status/721656068531712004","infrastructure_and_utilities_damage","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/huyanxing/status/721656068531712004'}","True"
"721585966486425600","7.8 earthquake kills dozens in Ecuador:           https://t.co/9aDQqyo2oc (USAtoday)","https://www.twitter.com/InquisitionNews/status/721585966486425600","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/InquisitionNews/status/721585966486425600'}","True"
"721571264276467712","⚡️ ""Ecuador rocked by 7.8-magnitude earthquake ""  https://t.co/9AHVvvxyKq","https://www.twitter.com/SuziQ211/status/721571264276467712","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/SuziQ211/status/721571264276467712'}","True"
"721630796440678400","What do you think? Ecuador earthquake: 'God, please stop that' - eyewitness accounts: Ecuador has been struck ... https://t.co/uS8Ofd0may","https://www.twitter.com/PoliticalGlobal/status/721630796440678400","sympathy_and_emotional_support","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/PoliticalGlobal/status/721630796440678400'}","True"
"721605859076386816","77 killed, hundreds hurt in Ecuador's 7.8 earthquake #news https://t.co/7giFhBTKAJ","https://www.twitter.com/jonurbana1/status/721605859076386816","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/jonurbana1/status/721605859076386816'}","True"
"721511397297885184","#BREAKING Magnitiude 7.8 #earthquake in #Ecuador is in “major” category. Here’s what that means. https://t.co/BdnXYLQtn7 #FOX35","https://www.twitter.com/FOX35Tom/status/721511397297885185","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/FOX35Tom/status/721511397297885185'}","True"
"721666704863059968","Tonga earthquake: Powerful 6.1 magnitude quake strikes southeast of island nation May Allah make it easy for them #PrayForTonga","https://www.twitter.com/rudol9h/status/721666704863059968","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/rudol9h/status/721666704863059968'}","True"
"721613231727357952","( #Rody__x7 ) ECUADOR ROCKED: Magnitude-7.8 earthquake kills 77, rescues underway:  https://t.co/1mfe7Zv8Y1","https://www.twitter.com/Rody__x7/status/721613231727357952","donation_needs_or_offers_or_volunteering_services","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Rody__x7/status/721613231727357952'}","True"
"721632423046348800","Powerful earthquake hits Ecuador, killing at least 77 and injuring over 570 - Chicago - https://t.co/5BaZKvSPex https://t.co/ufyIf8Aia4","https://www.twitter.com/NOSTIX1241/status/721632423046348804","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/NOSTIX1241/status/721632423046348804'}","True"
"721657663273046016","Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments: President Correa calls n... https://t.co/AtuWC5ngfp","https://www.twitter.com/Mhiz_Precious/status/721657663273046016","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Mhiz_Precious/status/721657663273046016'}","True"
"721687709543063552","At Least 77 Dead After Powerful Earthquake Hits Ecuador: (PEDERNALES, Ecuador) — The strongest earthquake to h... https://t.co/fiFhjhmzTn","https://www.twitter.com/dlusmagazine/status/721687709543063552","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/dlusmagazine/status/721687709543063552'}","True"
"721661364180090880","#weguard Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments: Presi... https://t.co/M1AatLAfvR lol@knfao","https://www.twitter.com/Iam_Emmadonchuk/status/721661364180090880","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Iam_Emmadonchuk/status/721661364180090880'}","True"
"721633736299708416","Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments https://t.co/BCleVPkpbE","https://www.twitter.com/EmpirePress/status/721633736299708416","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/EmpirePress/status/721633736299708416'}","True"
"721581784484306944","Destructive 7.8-magnitude earthquake kills 41 in Ecuador, topples buildings https://t.co/CCdZmnVh72 via @mashable","https://www.twitter.com/madoqin/status/721581784484306944","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/madoqin/status/721581784484306944'}","True"
"721596617120477184","@Harry_Styles I'm crying baby'm afraid there may be another earthquake in Ecuador  I love you babeὄ7","https://www.twitter.com/pau130920/status/721596617120477184","sympathy_and_emotional_support","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/pau130920/status/721596617120477184'}","True"
"721596274953232384","Major earthquake rocks Ecuador, death toll rises: The government said the death toll would likely rise and dam... https://t.co/e0KKSyp5Ar","https://www.twitter.com/GetItAl/status/721596274953232384","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/GetItAl/status/721596274953232384'}","True"
"721564653210484736","@chy_leigh @JeremyMJordan @MelissaBenoist @DavidHarewood guys please pray for ecuador #earthquake","https://www.twitter.com/ricardojimenez0/status/721564653210484736","sympathy_and_emotional_support","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/ricardojimenez0/status/721564653210484736'}","True"
"721564791077224448","Retweeted NDTV (@ndtv):  41 dead after powerful 7.8 earthquake hits Ecuador, tsunami warning issued... https://t.co/Q7WDVS70jR","https://www.twitter.com/aamilansari/status/721564791077224448","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/aamilansari/status/721564791077224448'}","True"
"721598995047407616","Real estate news Powerful earthquake kills at least 77 in Ecuador: The 7.8 magnitude earthquake struck off Ecu... https://t.co/WfC3YcJJ2S","https://www.twitter.com/RealtorJairo/status/721598995047407616","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/RealtorJairo/status/721598995047407616'}","True"
"721672068530450432","Powerful earthquake kills 77 in Ecuador' https://t.co/oSHxeQYoUI","https://www.twitter.com/Gswedes/status/721672068530450432","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Gswedes/status/721672068530450432'}","True"
"721718207715876864","Powerful earthquake hits Ecuador; 41 killed https://t.co/PWeaa4WEAb","https://www.twitter.com/lasanta_studio/status/721718207715876868","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/lasanta_studio/status/721718207715876868'}","True"
"721611696406663168","https://t.co/pfOHEirbju | Telling the untold - ""77 killed, hundreds hurt in Ecuador&amp;#8217;s 7.8 earthquake"" @ https://t.co/iUZQK1xujL #news","https://www.twitter.com/_oftoday_/status/721611696406663168","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/_oftoday_/status/721611696406663168'}","True"
"721719313439305728","Ecuador earthquake: 10,000 troops deployed as rescue begins https://t.co/8hlw7jJeS9","https://www.twitter.com/victoriano/status/721719313439305731","donation_needs_or_offers_or_volunteering_services","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/victoriano/status/721719313439305731'}","True"
"721603820216672256","77 dead after powerful 7.8 earthquake hits Ecuador, tsunami warning issued https://t.co/ySFDWfwYW9 https://t.co/YqAGST7l4R","https://www.twitter.com/ndtv/status/721603820216672256","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/ndtv/status/721603820216672256'}","True"
"721707583585669120","I am very worried about the earthquake in Kumamoto and Ecuador. Pray for Japan and Ecuador.","https://www.twitter.com/atkaithuaki/status/721707583585669120","sympathy_and_emotional_support","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/atkaithuaki/status/721707583585669120'}","True"
"721702912674672640","⚡️ ""Dozens dead in Ecuador after 7.8-magnitude earthquake ""  https://t.co/OjB7kDL1dK","https://www.twitter.com/john_siracusa/status/721702912674672641","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/john_siracusa/status/721702912674672641'}","True"
"721604562377973760","Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/cgCSaNZ3Uu","https://www.twitter.com/LMExtra/status/721604562377973760","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/LMExtra/status/721604562377973760'}","True"
"721711092196446208","Twitter needs to work on organizing their top stories better. Massive earthquake kills people in Ecuador, followed by Ke$ha at Coachella?","https://www.twitter.com/FizzOpera/status/721711092196446208","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/FizzOpera/status/721711092196446208'}","True"
"721694382009819136","BBC News - Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/5gbvFrBHKt","https://www.twitter.com/the1stStarr/status/721694382009819136","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/the1stStarr/status/721694382009819136'}","True"
"721567280958562304","Powerful earthquake kills at least 41 in Ecuador https://t.co/RAm3zTq78M HELLO  NIRIBU IS COMING  HELLO  WORMWOOD IS COMING","https://www.twitter.com/jackmeh46692867/status/721567280958562304","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/jackmeh46692867/status/721567280958562304'}","True"
"721609767827820544","77 killed, hundreds hurt in Ecuador's 7.8 earthquake: More than 500 people were injured by the earthquake that... https://t.co/uXMBhA4PmQ","https://www.twitter.com/newsworld168h/status/721609767827820544","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/newsworld168h/status/721609767827820544'}","True"
"721571888917557248","Major earthquake rocks Ecuador, killing at least 41 https://t.co/YuVNst4Vhj https://t.co/3wU76KAdgW","https://www.twitter.com/RosenaFalconi/status/721571888917557248","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/RosenaFalconi/status/721571888917557248'}","True"
"721602162720116736","Powerful Ecuador earthquake kills 77 https://t.co/Tt7nxjwElr","https://www.twitter.com/arishmaryshow/status/721602162720116736","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/arishmaryshow/status/721602162720116736'}","True"
"721684667963805696","Magnitude-7.8 earthquake hits Ecuador; at least 1 dead https://t.co/lmJGOXaBkx","https://www.twitter.com/timverd2/status/721684667963805696","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/timverd2/status/721684667963805696'}","True"
"721558989838770176","Update: Death toll in #Ecuador earthquake rises to 41: Vice-President https://t.co/MCkC4MJ6IL https://t.co/OX91fZRBFy","https://www.twitter.com/STcom/status/721558989838770176","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/STcom/status/721558989838770176'}","True"
"721601685827809280","Dozens killed as magnitude 7.8 earthquake hits Ecuador https://t.co/kk53bfuDmu","https://www.twitter.com/lakematt/status/721601685827809280","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/lakematt/status/721601685827809280'}","True"
"721603437989912576","More than 20 people killed in 7.8 magnitude earthquake off Ecuador https://t.co/ZtwZnzpuRy","https://www.twitter.com/hippycat2/status/721603437989912576","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/hippycat2/status/721603437989912576'}","True"
"721585372950564864","#Breaking Major earthquake rocks Ecuador, killing at least 41 Read More : https://t.co/39MU6rJI1H","https://www.twitter.com/PoliticsNext/status/721585372950564864","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/PoliticsNext/status/721585372950564864'}","True"
"721574384515825664","#Facebook activates 'safety check' feature after #Ecuador earthquake. #socialmedia #tech","https://www.twitter.com/The_News_DIVA/status/721574384515825664","donation_needs_or_offers_or_volunteering_services","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/The_News_DIVA/status/721574384515825664'}","True"
"721701810155618304","(Macleans):#Death toll climbs after earthquake in #Ecuador : Damage stretches for hundreds of miles to the.. https://t.co/U2vdCJXRRe","https://www.twitter.com/latestcanada/status/721701810155618304","infrastructure_and_utilities_damage","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/latestcanada/status/721701810155618304'}","True"
"721677108146143232","Destructive 7.8-magnitude earthquake kills 77 in Ecuador, topples buildings https://t.co/tzP9Sq3lcs","https://www.twitter.com/carloswgeek/status/721677108146143232","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/carloswgeek/status/721677108146143232'}","True"
"721600180689235968","Ecuador earthquake of 7.8 magnitude kills dozens - https://t.co/Iph8vYJZZS","https://www.twitter.com/HBSGeog/status/721600180689235968","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/HBSGeog/status/721600180689235968'}","True"
"721667169965195264","Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments  https://t.co/od3sQfhzGX","https://www.twitter.com/Xiatian/status/721667169965195264","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Xiatian/status/721667169965195264'}","True"
"721578198144667648","Magnitude-7.8 earthquake hits Ecuador via @CNN: https://t.co/lA8WzNuxA5","https://www.twitter.com/GetBriefMe/status/721578198144667648","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/GetBriefMe/status/721578198144667648'}","True"
"721586452598034432","Powerful, 7.8-magnitude earthquake hits Ecuador's central coast https://t.co/DqVs4z2A7t","https://www.twitter.com/KittsNews/status/721586452598034432","other_useful_information","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/KittsNews/status/721586452598034432'}","True"
"721571925735018496","Ecuador Earthquake Kills at Least 28: Photo Buildings were damaged in a powerful earthquake that shook the cen... https://t.co/PlF3O2araO","https://www.twitter.com/Richard_Joha/status/721571925735018496","infrastructure_and_utilities_damage","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/Richard_Joha/status/721571925735018496'}","True"
"721565971631071232","Highly effective earthquake kills at the least 28 in Ecuador https://t.co/OVzRTbfDOC https://t.co/M5fu21WHPD","https://www.twitter.com/EarthlyMails/status/721565971631071232","injured_or_dead_people","earthquake","Ecuador Earthquake 2016","2016","Ecuador_Earthquake_2016","{'file_name': '2016_ecuador_eq_en.csv', 'url': 'https://www.twitter.com/EarthlyMails/status/721565971631071232'}","True"
