"tweet_id","tweet_text","humanitarian_label","event_type","event_name"
"592589295984058368","Facebook and Google aid Nepal survivor search with people finder tools: Facebook and Google are channelling th... http://t.co/KvPWQKDVBI","displaced_people_and_evacuations","earthquake","2015 Nepal Earthquake"
"26151","Pre- germinated seeds of photo insensitive seeds and short duration varieties like TURANTA, PRAVAT, and SAKET 4 etc. could be sown by last week of August.","rescue_volunteering_or_donation_effort","disaster","disaster_events"
"452300887017287682","Chile's President Michelle Bachelet among evacuees as second earthquake hits video http://t.co/gu5IeBlKIJ http://t.co/qeZtS1pnfv #chile","other_relevant_information","earthquake","2014 Chile Earthquake"
"902852552248754176","The Kardashians are donating $500,000 to the Red Cross and Salvation Army for Hurricane Harvey relief efforts:","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Harvey"
"797978456214540288","RT @rainwindy: I hope everyone is ok. ὤFἿB","other_relevant_information","earthquake","2016 Kaikoura Earthquake"
"1168243982968602624","(2/2) #HurricaneDorian — More evacuations were ordered for Floridas East Coast. This link contains a current list of Florida evacuations:","displaced_people_and_evacuations","storm","2019 Hurricane Dorian"
"1167778695735652353","The Volunteer State is sending first responder teams to Florida to help in the response to Hurricane Doran","rescue_volunteering_or_donation_effort","storm","2019 Hurricane Dorian"
"903745253898731520","Death Toll Rises in Texas Catastrophe, New Evacuations From The Weather Channel iPhone App","injured_or_dead_people","storm","2017 Hurricane Harvey"
"20501","UNDP's Emergency Response and Transitional Recovery programme in Aceh and Nias embraces volunteerism as an integral part of recovery efforts.","rescue_volunteering_or_donation_effort","disaster","disaster_events"
"910576613862944768","@thekillers #askthekillers Would you do a donation to the people in Mexico city who needs help because of the earthquake? Love you guys!!","rescue_volunteering_or_donation_effort","earthquake","2017 Puebla Mexico Earthquake"
"783619214443765760","My heart goes out to the people of the south of #Haiti affected by hurricane #matthew","sympathy_and_support","storm","2016 Hurricane Matthew"
"541472477411803138","Jacqui: ë█╧Itë█¬s just awful, before evac, a lot of people were still living in patchwork coastline houses made from debris of #Haiyan"" #Hagupit","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"913900410318000133","RT @SierraChicago: Join us on 10/10 for a fundraiser benefiting Hurricane Harvey, Irma, and Maria recovery efforts. #SierraSolidarity","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Maria"
"541635215085424640",""" #RubyPH WILL BE AS STRONG AS MY FEELINGS FOR U. KINGINA MO YOU ARE ADVISED TO FEEL THE SAME WAY TOO."" SAME WAY TOO HA SAME WAY HAHAH","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"576909794063163392","Cyclone Pam: disaster response teams travelling to Vanuatu as dozens feared dead: Aid agencies say the immedia... http://t.co/Vb8RhGQ1fT","injured_or_dead_people","storm","2015 Cyclone Pam"
"541141191325020161","Hey check this out http://t.co/b9rWERQucB","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"20861","As I emerged from the thick underbrush that clings to the south Indian village of Oolakottai, the landscape opened up to the vastness of a beach and, beyond it, the Indian Ocean.","rescue_volunteering_or_donation_effort","disaster","disaster_events"
"928026265600319488","@HRVY @HRVY woah Harvey Iâ€™m actually so proud of youâ¤ï¸â¤ï¸ itâ€™s trending in Puerto Rico ;)á¼Ÿ5á¼Ÿ7â¤ï¸ #HRVYPreOrder https://t.co/CaEwIyiPON","not_humanitarian","storm","2017 Hurricane Maria"
"1107162670912946176","So 67 huts were damaged. But only 5 people are homeless ?? I don’t even have the energy to shout.ὡ2 ministry of information tweeting inaccurate information","infrastructure_and_utility_damage","storm","2019 Cyclone Idai"
"913233701244424192","RT @WalidahImarisha: #HurricaneMaria in #PuertoRico: cancel all debt, end Jones Act, allocate $ for relief. Most of all #FreePuertoRico! ht","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Maria"
"541499309942767616","Powerful typhoon slams into eastern Philippines - USA TODAY http://t.co/yTLNxoSjL3 #Typhoon","other_relevant_information","storm","2014 Philippines Typhoon Hagupit"
"508927057879760896","Tamilnadu CM J #Jayalalithaa announces aid of Rs. 5 crore for Jammu &amp; Kashmir flood relief.","rescue_volunteering_or_donation_effort","flood","2014 Pakistan Floods"
"1030997217165828096","RT @ndtv: Telangana government dispatches 100 tonnes of food to flood-hit Kerala","rescue_volunteering_or_donation_effort","flood","2018 Kerala Floods"
"1167875352116350976","RT @accuweather: Satellite captures multiple flashes of lightning from Hurricane Dorian","not_humanitarian","storm","2019 Hurricane Dorian"
"6344","Hello, Delmas 7 has no help. Please, there is no help?","injured_or_dead_people","disaster","disaster_events"
"23820","As a result of emergency situation 7,200 houses (4,870 houses in Krymsk), 7 socially important facilities were flooded and gas, power and water supply sistems were disrupted in the cities of Gelendzhik, Novorossiysk, Krymsk, and in the villages of Divnomorskoye, Nizhnebakanskaya, Neberdzhaevskaya, Kabardinka of Krasnodar Territory.","other_relevant_information","disaster","disaster_events"
"20737","Incessant rain has caused three major tributaries of Dhansiri River to overflow, affecting 1500 families including 439 sponsored children in World Vision's target area alone.","not_humanitarian","disaster","disaster_events"
"451328078677938176","RT @ali6hazali: uh oh, it's earthquake in Chile #PrayForChile","sympathy_and_support","earthquake","2014 Chile Earthquake"
"910708794396758016","RT @AlynneStark: The poor people are hungry, she said. Workers need direct help. #puertorico #HurricaneMaria","requests_or_needs","storm","2017 Hurricane Maria"
"1110935058813276160","Done in #Zimbabwe἟F἟C- first load of @UNICEF water and sanitation items, funded by @ukinzimbabwe arrived in Ngangu Township yesterday, one of the hardest hit #CycloneIdai area in Chimanimani -handed over to @MSF. Ὂ6","rescue_volunteering_or_donation_effort","storm","2019 Cyclone Idai"
"908258010862161920","NewsNow: Paradise lost: Tortola seeks UK aid after Irma","requests_or_needs","storm","2017 Hurricane Irma"
"514185109462081536","Check out this Tee! 100% of proceeds going to local charity in #LosCabos to help rebuild after #HurricaneOdile #Odile http://t.co/cFTL0JzKt2","rescue_volunteering_or_donation_effort","storm","2014 Hurricane Odile Mexico"
"576861711665221632","RT @BBCWorld: Cyclone Pam slams into the South Pacific archipelago of Vanuatu leaving ""complete devastation"" http://t.co/KDQcIpOnAl http://…","infrastructure_and_utility_damage","storm","2015 Cyclone Pam"
"592593572697808896","Guys, pleaes join @deespeak raise funds for #NepalQuakeRelief. ç__F  https://t.co/uXD4nRnpgU","displaced_people_and_evacuations","earthquake","2015 Nepal Earthquake"
"910614483717914624","1776 Coalition » Puerto Rico Faces Hurricane Maria After Irma’s $1 Billion Damage","infrastructure_and_utility_damage","storm","2017 Hurricane Maria"
"1042057226544967680","The TSA staff that was sent to assist with #HurricaneFlorence relief efforts are now safely back in Minnesota. As a result, Checkpoint 10 and the checkpoint for the @InterConHotels are both open again! Thank you for your patience.","other_relevant_information","storm","2018 Hurricane Florence"
"911939172818194433","@EddieSheerr GEFS as usual looks under dispersed. EPS has two camps, one with track over St Johns, one much farther SE","not_humanitarian","storm","2017 Hurricane Maria"
"542285528398184448","The real lessons from Hagupit: December 9, 2014 -- Updated 0423 GMT (1223 HKT) Editor's note: Mong Palatino is... http://t.co/jBcK96kEuy","other_relevant_information","storm","2014 Philippines Typhoon Hagupit"
"768472042605776897","RT @MJohnsonCTV: .@stpierre_ch offers condolences to families of #ItalyEarthquake victims; says many Italians in #Quebec are worried about","sympathy_and_support","earthquake","2016 Italy Earthquake"
"592590599854759938","#earthquake Nepal: Nepal 7.9 Devastating Earthquake http://t.co/LX0rIl7yuY #crisismanagement","not_related_or_irrelevant","earthquake","2015 Nepal Earthquake"
"1107201818713559040","RT @TinoNyandoro: Hope he isnt coming back with thoughts, prayers and a biller code for donations.","sympathy_and_support","storm","2019 Cyclone Idai"
"734706270905585664","MoneyGram Waives Fees for Donations to American Red Cross for Wildfire Relief Efforts in Canada: Company also","rescue_volunteering_or_donation_effort","wildfire","2016 Canada Wildfires"
"384793788595847168","RT @OfficialMqm: Pic11: Prayers held for Pakka Qila #HyderabadMassacre at Lal Qila Ground 90 #Karachi #Pakistan","sympathy_and_support","earthquake","2013 Pakistan Earthquake"
"902655926708170752","Our thoughts and prayers go out to those affected by Hurricane Harvey. Please stay safe!","sympathy_and_support","storm","2017 Hurricane Harvey"
"541957467157307392","Update and Q+A: MSF Surgical Team in Philippines For Typhoon Hagupit ~ @MSF_USA http://t.co/ld9KXcuIwD","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"383124407805554688","RT @KamalFaridi: #Pakistan Survivors wait for food, aid after Pakistan quake - Houston Chronicle: The Express TribuneSurvivors ... http://t…","rescue_volunteering_or_donation_effort","earthquake","2013 Pakistan Earthquake"
"913972554930540546","I didnt realize how bad it was please do whatever you can to help. ἟5἟7","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Maria"
"911760035457503233","A team of American experts is in Mexico to assist with search and rescue efforts followingâ€¦ https://t.co/kK7WKmV3OP https://t.co/u5CRHxJ2mW","rescue_volunteering_or_donation_effort","earthquake","2017 Puebla Mexico Earthquake"
"1041992272307527680","Omfg this shit is fucking sick man they had fields of waste by those slaughterhouses that got mixed with the flood water.","not_humanitarian","storm","2018 Hurricane Florence"
"909152108229939201","Heart to Heart is now in Big Pine Key (Lower Florida Keys) 1st medical ngo to setup. Help now:  #HurricaneIrma","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Irma"
"910634324793290753","RT @TUSK81: Christian, a medical student: It’s very characteristic of the Mexican people: We stand together.","sympathy_and_support","earthquake","2017 Puebla Mexico Earthquake"
"537223029441716225","i love how Lauren stands up for her beliefs, friends, family and everything she thinks itΣ≤╗s right","not_related_or_irrelevant","landslide","Landslides Worldwide"
"902702083668721664","To learn more about how you can help or ways to volunteer, please visit , @RedCross or call 1-800-REDCROSS.","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Harvey"
"908447242490703872","Mudslide Causes Damage To Mining Company in Liberia  #CapeVerde #Liberia","infrastructure_and_utility_damage","storm","2017 Hurricane Irma"
"573868596964782080","Mcdo.","not_related_or_irrelevant","landslide","Landslides Worldwide"
"919691857986166785","Winds ease, rain possible, offering hope in California wildfires: https://t.co/sT0f1pC6SI https://t.co/pfiSz6wKRg","unknown_or_unclassified","wildfire","2017 California Wildfires"
"902718190777749504","Joel Osteens Church face criticism for not serving as #Harvey shelter","not_humanitarian","storm","2017 Hurricane Harvey"
"19816","According to latest government estimates, the fires have destroyed 280,000 hectares (700,000 acres) of forest in East Kalimantan, damaged the habitat of endangered animals and sent a toxic smog over most of the province.","rescue_volunteering_or_donation_effort","disaster","disaster_events"
"910134639934820352","RT @CutePetsCHA: Hey! I am Irma. I am an altered female american shorthair. https://t.co/GqKmc84IBz https://t.co/GtPKcEzGOz","not_humanitarian","storm","2017 Hurricane Irma"
"908051011373342721","Former NFL coach and current FOX commentator Jimmy Johnson suffered home damage due to Hurricane Irma.","infrastructure_and_utility_damage","storm","2017 Hurricane Irma"
"1035772202942128128","Much of fall due to floods. However fall larger than expectations. See MOSL pre-result expectations  From a broader structural perspective, our exports keep on declining. Kuch to problem hai. My sense its ëasierto sell domestically than internationally.","other_relevant_information","flood","2018 Kerala Floods"
"913237836656254976","News. Ξ Rapper and Activist | Pitbull | Donated The Use of Private Plane to Cancer Patients in Puerto Rico! ↓↴ Ξ","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Maria"
"592593509548331008","really great... https://t.co/WatcymOgP7","not_related_or_irrelevant","earthquake","2015 Nepal Earthquake"
"542031096611762176","RT @TheLaSallian: JUST IN: Classes in all levels in the City of Manila are suspended tomorrow, December 9. #RubyPH | via @manila_bulletin","other_relevant_information","storm","2014 Philippines Typhoon Hagupit"
"1168297150381359106","Just a reminder of the damage that #hurricaneMatthew caused in 2016 and Dorian is taking a similar track but may be more intense. Please don’t let your guard down. #hurricanedorian","infrastructure_and_utility_damage","storm","2019 Hurricane Dorian"
"798455805330669568","RT @GirlGuidingNZ: Purchase virtual biscuits  &amp; we will in turn donate #guidebiscuits to those in need #eqnz http","rescue_volunteering_or_donation_effort","earthquake","2016 Kaikoura Earthquake"
"7843","Where I can go to make a passport,what document I'll need to do that I don't have 18 years old","not_humanitarian","disaster","disaster_events"
"593161196255256576","http://t.co/1K7QHQrub1 Help them by donating","displaced_people_and_evacuations","earthquake","2015 Nepal Earthquake"
"914433619728506882","@ffweekend @GeraldoRivera Lets see if Geraldo Rivera will report the truth. Puerto Rico Teamsters stopping aid supplies leaving dock .","not_humanitarian","storm","2017 Hurricane Maria"
"902662939525738497","#Update - Local residents used construction materials to make temporary levee repairs - last report was they were holding #TexasStrong","other_relevant_information","storm","2017 Hurricane Harvey"
"9634","I would like to have a number to call EDH","other_relevant_information","disaster","disaster_events"
"913296357036888066","Thanks to @TheView for their coverage on the #PuertoRico emergency crisis after #HurricaneMaria!","other_relevant_information","storm","2017 Hurricane Maria"
"21262","People are eating leaves and grass, selling personal items, removing their children from school and migrating to neighboring cities and countries to find work or food.","infrastructure_and_utility_damage","disaster","disaster_events"
"908542963793326081","My prayer for you all is that the Lord fills your cup, making it overflow, that you may drink of the Living Water and never be thirsty 🙌🏽🙏🏽🎶","sympathy_and_support","storm","2017 Hurricane Irma"
"592737808936280064","Prayers go out to #NepalEarthquake","not_related_or_irrelevant","earthquake","2015 Nepal Earthquake"
"768763218907033600","Thx world for all your thoughts ❤ #PrayingForItaly #earthquake #terremoto #ItalyEarthquake","sympathy_and_support","earthquake","2016 Italy Earthquake"
"501040677874982912","300 people died in U.p india due to flood. many are missing. pray for U.p &amp; SHARE it!","injured_or_dead_people","flood","2014 India Floods"
"902651549201174531","For any evacuees coming to #ATX you CAN bring your pets!! #HurricaneHarvey #everylifematters","displaced_people_and_evacuations","storm","2017 Hurricane Harvey"
"902673212982644736","More than a quarter million customers without power in Texas and Louisiana. Do not run a generator indoors. Carbon monoxide kills. #Harvey","other_relevant_information","storm","2017 Hurricane Harvey"
"26459","By January 6, WFP expects to have 5,000 tons of essential food dispatched to 750,000 people (covering 15 day requirment).","not_humanitarian","disaster","disaster_events"
"913369354506555393","RT @GlennKesslerWP: .@realDonaldTrump ’s #Katrina? Influx of #PuertoRicans after #Maria could tip #Florida to Dems via @jameshohmann http","not_humanitarian","storm","2017 Hurricane Maria"
"907763736915607553","Irma evacuees make overnight exodus from Augusta, those who could","displaced_people_and_evacuations","storm","2017 Hurricane Irma"
"1062982889258782721","NPR News: More Deaths Are Reported In California Fires","injured_or_dead_people","wildfire","2018 California Wildfires"
"920720742370742272","California wildfires: Blazes rip through wine valleys â€“ BBCÂ News https://t.co/BZd2HazF76 https://t.co/ZI12bWZO1C","unknown_or_unclassified","wildfire","2017 California Wildfires"
"541385034695864320","so heartbreaking , the people in tacloban was hit by Haiyan last year &amp; now , devastated again by a new typhoon #PrayForThePhilippines","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"593104417093627904","RT @HDLindiaOrg: Nepal slaughtered 2000 cows on 28-29 november 2014, human casualties in nepal approx 10000 !! 1 cow's life = 5 human being…","injured_or_dead_people","earthquake","2015 Nepal Earthquake"
"930347490263666688","Iraq, Earthquake on 12-11-2017, The damage that hit the castle of Shirwana archaeological in Kalar - Sulaymaniyah. https://t.co/zMMR1SmnXl","infrastructure_and_utility_damage","earthquake","2017 Iraq-Iran Earthquake"
"19528","MADRAS, India, June 14 (Reuter) - A tropical cyclone heading through the Bay of Bengal with wind speeds of up to 100 kph (60 mph) is expected to lash India's southeastern coast on Friday, meteorological officials said.","other_relevant_information","disaster","disaster_events"
"580008197567705089","἗F️἗0〽️- you know that spell Pam right ? And Idk you","not_related_or_irrelevant","storm","2015 Cyclone Pam"
"913047529494892546","* correction* Strong waves from TS Maria crash the jetty at 2nd Avenue in North Wildwood #acpress #storm https://t.co/eFmm8h2th0","unknown_or_unclassified","storm","2017 Hurricane Maria"
"1168215213189083136","Let’s pray for all of the victims! As Hurricane Dorian storms towards the US, remember even the fossil-fuel industry doesn’t like trump’s methane rollback. The EPA’s policy would not only would this be bad for the environment, but it also harms the fossil-fuel industry.","sympathy_and_support","storm","2019 Hurricane Dorian"
"902877868975419392","Another stunning image as rescues continue in Houston Latest flooding now in Port Arthur/Beaumont - over 10 of rain &amp; counting. #LiveOnK2","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Harvey"
"911730029368717312","Hi @Samynemir if you know of hospitals or anyone else who needs immediate help contact @UPDMaria #mariasos #puertorico #hurricanemaria","rescue_volunteering_or_donation_effort","storm","2017 Hurricane Maria"
"907815948144529408","106th Rescue Wing returns from Harvey, Irma missions https://t.co/thVpWOJXlm https://t.co/XLu8lumLdP","unknown_or_unclassified","storm","2017 Hurricane Harvey"
"1110472822604943360","Teachers, students, communities need help since cyclone Idai swept thru southern Africa. We urge members to help Education International + its affiliates in Zimbabwe+Mozambique! Send letters of support to: ZIMTA: info@zimta.co.zw PTUZ: admin@ptuz.org ONP: onp.snpm@gmail.com","rescue_volunteering_or_donation_effort","storm","2019 Cyclone Idai"
"541603051438477313",".@MMDA lifts number coding on Dec. 8 due to #RubyPH http://t.co/slnn3YKfc7 | @AHeginaINQ @BLozadaINQ","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"18040","The film raises the issue of how concern can be translated into action to save Indonesia's remaining tropical forests.","not_humanitarian","disaster","disaster_events"
"907269958446538754","@davis1988will #HurrcaneIrma We need damage #Reports from People so we can share with everyone  #hurricaneirma2017","infrastructure_and_utility_damage","storm","2017 Hurricane Irma"
"729881563522011136","RT @AnointedNachos: Pray for the families effected by the Canada wildfire! 1,600: Homes destroyed 88,000: People evacuated #PrayForFortMcMu","sympathy_and_support","wildfire","2016 Canada Wildfires"
"1034364631198756864","Two images. One taken on February 6, 2018, before the floods and the other taken on August 22, 2018 after the floods. According to Nasa’s website:  the European Space Agency’s Sentinel-2 satellite acquired the images. #KeralaFloods #keralarains #geography #changes","other_relevant_information","flood","2018 Kerala Floods"
"909420528703819776","Hurricane Irma aftermath, in Florida Keys, 9 people dead. First responders still going door-to-door. Communications… https://t.co/j7wlvrgBFU","unknown_or_unclassified","storm","2017 Hurricane Irma"
"501200451078217729","UP, Assam facin grim situation by flood. Govt alloted crores for nepal floods. wats there in for India #modigovt #Modi  ??","other_relevant_information","flood","2014 India Floods"
"1399","you can't satisfy everyone but don't forget me i'm hopeless powerless.","not_humanitarian","disaster","disaster_events"
"30059","This will consist of caloric biscuits and dates to be provided to the children on a daily basis in effort to compliment daily nutritional intake.","other_relevant_information","disaster","disaster_events"
"1168232659350257669","TTWeatherCenter on Twitter: More video of the catastrophic damage across the Abacos Islands, Bahamas due to #Dorian  / Twitter","infrastructure_and_utility_damage","storm","2019 Hurricane Dorian"
"729496366137933824","Alberta Wildfire Update – May 8 2016: A pink car remains among the ruins of destroyed","infrastructure_and_utility_damage","wildfire","2016 Canada Wildfires"
"542016001710501890","""#Typhoon #Hagupit blasts #Philippines, lives spared"" What you can do? via @GoBGR: https://t.co/Ut0HKMLWWn","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"592607813689413633","Yeah right I have seen how fast he is in 2002 riots. Bhaktards https://t.co/ujqKG79Xvt","not_related_or_irrelevant","earthquake","2015 Nepal Earthquake"
"14186","KHALIL AHMAD ARIAN KOTLA MUGHLAN TAHSEL JAMPUR DISTREKT RAJANPUR HIM NA PAHLAY BHI AP KO SMS KEYA THA AUR REPORT BHI DEY THE IS LAYA HIM AP KO PHIR YAD DELANA CHAHTA HAN K HIM AP K TAVON K MONTZIR HAN MAJBOR HAN IS LAYA BAR BAR SMS KER RAHAY HAN MAHIRB","other_relevant_information","disaster","disaster_events"
"542251137148395520","Old laptop batteries could power slums, IBM says http://t.co/PSRFyR2Bkk #ewaste #led #disastermanagement #hagupit","not_related_or_irrelevant","storm","2014 Philippines Typhoon Hagupit"
"4633","La Franc-Maconnirie Anglaise. Address. Email. Telephone. Thank You.","other_relevant_information","disaster","disaster_events"
"1032086056882118658","EID MUBARAK Everyone and to ur Families May ALLAH bless us all with good Health nd Wealth in Life Ahead.. Plz Pray for #Kerala Donate for #KeralaFloodRelief","sympathy_and_support","flood","2018 Kerala Floods"
"908038628839890944","Silvia Mazzoni: Dont go on an earthquake reconnaissance trip and only take pictures of collapsed buildings. AMEN. #scecmeet","infrastructure_and_utility_damage","storm","2017 Hurricane Irma"
"1039455820604473344","Were offering 25% off of our boarding and daycare services and waiving our Meet &amp; Greet fees for anyone evacuating from Hurricane Florence. Please give us a call at 704-323-8486 if you need a place for your pup during the storm.","rescue_volunteering_or_donation_effort","storm","2018 Hurricane Florence"
"1065240323083956224","California Wildfires Taking Toll On Wildlife &amp; Pets","other_relevant_information","wildfire","2018 California Wildfires"
"783434601322524672","Prayers up to Haiti, Dominican Republic and all other regions affected by Hurricane Matthew.","sympathy_and_support","storm","2016 Hurricane Matthew"
"912457256607846403","RT @davidmackau: People Are Still Stranded At Puerto Ricos Largest Airport With No AC And Little Food  via @nidhipr","requests_or_needs","storm","2017 Hurricane Maria"
